EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION	REAGENT_ACCESSION
ES104020	EXP3727	ESR4278
ES104018	EXP3727	ESR4269
ES104035	EXP3727	ESR4336
ES104035	EXP3727	ESR4337
ES104035	EXP3727	ESR4495
ES104033	EXP3727	ESR4315
ES104031	EXP3727	ESR4256
ES104030	EXP3727	ESR4427
ES104029	EXP3727	ESR4220
ES104041	EXP3727	ESR4429
ES104037	EXP3727	ESR4386
ES104036	EXP3727	ESR4225
ES104051	EXP3727	ESR4315
ES104051	EXP3727	ESR4431
ES104049	EXP3727	ESR4278
ES104057	EXP3727	ESR4242
ES104057	EXP3727	ESR4427
ES104055	EXP3727	ESR4386
ES104071	EXP3727	ESR4336
ES104070	EXP3727	ESR4222
ES104070	EXP3727	ESR4300
ES104064	EXP3727	ESR4269
ES104063	EXP3727	ESR4497
ES104078	EXP3727	ESR4325
ES104076	EXP3727	ESR4428
ES104074	EXP3727	ESR4423
ES104072	EXP3727	ESR4341
ES104089	EXP3727	ESR4337
ES104088	EXP3727	ESR4300
ES104087	EXP3727	ESR4278
ES104082	EXP3727	ESR4386
ES104081	EXP3727	ESR4341
ES104096	EXP3727	ESR4315
ES104094	EXP3727	ESR4256
ES104091	EXP3727	ESR4243
ES104091	EXP3727	ESR4386
ES104106	EXP3727	ESR4269
ES104102	EXP3727	ESR4256
ES104102	EXP3727	ESR4427
ES104101	EXP3727	ESR4315
ES104099	EXP3727	ESR4232
ES104116	EXP3727	ESR4334
ES104115	EXP3727	ESR4269
ES104114	EXP3727	ESR4325
ES104114	EXP3727	ESR4431
ES104113	EXP3727	ESR4289
ES104109	EXP3727	ESR4243
ES104125	EXP3727	ESR4335
ES104124	EXP3727	ESR4325
ES104123	EXP3727	ESR4431
ES104122	EXP3727	ESR4256
ES104122	EXP3727	ESR4429
ES104121	EXP3727	ESR4278
ES104120	EXP3727	ESR4427
ES104118	EXP3727	ESR4236
ES104129	EXP3727	ESR4242
ES104127	EXP3727	ESR4243
ES104127	EXP3727	ESR4269
ES104143	EXP3727	ESR4495
ES104142	EXP3727	ESR4222
ES104142	EXP3727	ESR4300
ES104141	EXP3727	ESR4278
ES104137	EXP3727	ESR4423
ES104136	EXP3727	ESR4236
ES104135	EXP3727	ESR4225
ES104150	EXP3727	ESR4222
ES104149	EXP3727	ESR4278
ES104148	EXP3727	ESR4428
ES104145	EXP3727	ESR4236
ES104145	EXP3727	ESR4253
ES104145	EXP3727	ESR4269
ES104144	EXP3727	ESR4265
ES104161	EXP3727	ESR4337
ES104158	EXP3727	ESR4289
ES104158	EXP3727	ESR4429
ES104157	EXP3727	ESR4269
ES104155	EXP3727	ESR4423
ES104170	EXP3727	ESR4335
ES104170	EXP3727	ESR4495
ES104169	EXP3727	ESR4222
ES104165	EXP3727	ESR4278
ES104163	EXP3727	ESR4278
ES104179	EXP3727	ESR4337
ES104179	EXP3727	ESR4495
ES104177	EXP3727	ESR4225
ES104177	EXP3727	ESR4453
ES104175	EXP3727	ESR4289
ES104173	EXP3727	ESR4269
ES104172	EXP3727	ESR4219
ES104172	EXP3727	ESR4278
ES104171	EXP3727	ESR4236
ES104171	EXP3727	ESR4253
ES104186	EXP3727	ESR4315
ES104184	EXP3727	ESR4256
ES104184	EXP3727	ESR4269
ES104184	EXP3727	ESR4428
ES104183	EXP3727	ESR4269
ES104182	EXP3727	ESR4278
ES104182	EXP3727	ESR4315
ES104180	EXP3727	ESR4225
ES104197	EXP3727	ESR4336
ES104196	EXP3727	ESR4300
ES104196	EXP3727	ESR4325
ES104193	EXP3727	ESR4287
ES104192	EXP3727	ESR4269
ES104191	EXP3727	ESR4220
ES104190	EXP3727	ESR4386
ES104189	EXP3727	ESR4232
ES104205	EXP3727	ESR4300
ES104202	EXP3727	ESR4289
ES104199	EXP3727	ESR4219
ES104199	EXP3727	ESR4278
ES104198	EXP3727	ESR4253
ES104214	EXP3727	ESR4495
ES104213	EXP3727	ESR4269
ES104212	EXP3727	ESR4222
ES104212	EXP3727	ESR4325
ES104210	EXP3727	ESR4256
ES104210	EXP3727	ESR4428
ES104209	EXP3727	ESR4423
ES104221	EXP3727	ESR4225
ES104232	EXP3727	ESR4334
ES104232	EXP3727	ESR4337
ES104232	EXP3727	ESR4495
ES104230	EXP3727	ESR4453
ES104228	EXP3727	ESR4429
ES104227	EXP3727	ESR4256
ES104227	EXP3727	ESR4269
ES104227	EXP3727	ESR4287
ES104226	EXP3727	ESR4242
ES104225	EXP3727	ESR4219
ES104225	EXP3727	ESR4315
ES104241	EXP3727	ESR4337
ES104241	EXP3727	ESR4495
ES104240	EXP3727	ESR4222
ES104239	EXP3727	ESR4315
ES104236	EXP3727	ESR4269
ES104235	EXP3727	ESR4278
ES104235	EXP3727	ESR4423
ES104234	EXP3727	ESR4386
ES104250	EXP3727	ESR4335
ES104249	EXP3727	ESR4300
ES104246	EXP3727	ESR4269
ES104245	EXP3727	ESR4278
ES104243	EXP3727	ESR4243
ES104243	EXP3727	ESR4253
ES104257	EXP3727	ESR4431
ES104253	EXP3727	ESR4219
ES104252	EXP3727	ESR4269
ES104268	EXP3727	ESR4335
ES104267	EXP3727	ESR4300
ES104264	EXP3727	ESR4278
ES104277	EXP3727	ESR4495
ES104276	EXP3727	ESR4325
ES104275	EXP3727	ESR4225
ES104274	EXP3727	ESR4222
ES104274	EXP3727	ESR4315
ES104272	EXP3727	ESR4428
ES104270	EXP3727	ESR4220
ES104270	EXP3727	ESR4278
ES104269	EXP3727	ESR4269
ES104285	EXP3727	ESR4325
ES104283	EXP3727	ESR4269
ES104281	EXP3727	ESR4256
ES104281	EXP3727	ESR4427
ES104295	EXP3727	ESR4336
ES104291	EXP3727	ESR4287
ES104290	EXP3727	ESR4278
ES104289	EXP3727	ESR4278
ES104287	EXP3727	ESR4341
ES104302	EXP3727	ESR4300
ES104301	EXP3727	ESR4269
ES104312	EXP3727	ESR4337
ES104311	EXP3727	ESR4222
ES104311	EXP3727	ESR4269
ES104307	EXP3727	ESR4278
ES104307	EXP3727	ESR4427
ES104306	EXP3727	ESR4219
ES104305	EXP3727	ESR4236
ES104304	EXP3727	ESR4225
ES104321	EXP3727	ESR4334
ES104320	EXP3727	ESR4222
ES104319	EXP3727	ESR4431
ES104315	EXP3727	ESR4220
ES104330	EXP3727	ESR4335
ES104324	EXP3727	ESR4278
ES104323	EXP3727	ESR4236
ES104322	EXP3727	ESR4341
ES104339	EXP3727	ESR4334
ES104339	EXP3727	ESR4335
ES104337	EXP3727	ESR4325
ES104336	EXP3727	ESR4269
ES104335	EXP3727	ESR4269
ES104334	EXP3727	ESR4278
ES104346	EXP3727	ESR4325
ES104345	EXP3727	ESR4429
ES104342	EXP3727	ESR4219
ES104341	EXP3727	ESR4243
ES104340	EXP3727	ESR4497
ES104356	EXP3727	ESR4300
ES104356	EXP3727	ESR4454
ES104355	EXP3727	ESR4315
ES104354	EXP3727	ESR4429
ES104352	EXP3727	ESR4242
ES104351	EXP3727	ESR4315
ES104350	EXP3727	ESR4243
ES104366	EXP3727	ESR4336
ES104365	EXP3727	ESR4269
ES104362	EXP3727	ESR4256
ES104362	EXP3727	ESR4429
ES104375	EXP3727	ESR4495
ES104374	EXP3727	ESR4222
ES104372	EXP3727	ESR4289
ES104371	EXP3727	ESR4428
ES104368	EXP3727	ESR4236
ES104368	EXP3727	ESR4386
ES104383	EXP3727	ESR4300
ES104382	EXP3727	ESR4278
ES104378	EXP3727	ESR4220
ES104392	EXP3727	ESR4269
ES104388	EXP3727	ESR4278
ES104401	EXP3727	ESR4495
ES104399	EXP3727	ESR4278
ES104397	EXP3727	ESR4287
ES104396	EXP3727	ESR4427
ES104395	EXP3727	ESR4315
ES104410	EXP3727	ESR4335
ES104409	EXP3727	ESR4269
ES104409	EXP3727	ESR4300
ES104407	EXP3727	ESR4278
ES104407	EXP3727	ESR4429
ES104404	EXP3727	ESR4278
ES104404	EXP3727	ESR4315
ES104418	EXP3727	ESR4269
ES104416	EXP3727	ESR4269
ES104415	EXP3727	ESR4269
ES104414	EXP3727	ESR4256
ES104413	EXP3727	ESR4423
ES104412	EXP3727	ESR4243
ES104427	EXP3727	ESR4269
ES104426	EXP3727	ESR4315
ES104424	EXP3727	ESR4278
ES104423	EXP3727	ESR4427
ES104421	EXP3727	ESR4269
ES104421	EXP3727	ESR4386
ES104433	EXP3727	ESR4315
ES104432	EXP3727	ESR4289
ES104429	EXP3727	ESR4269
ES104429	EXP3727	ESR4386
ES104444	EXP3727	ESR4300
ES104443	EXP3727	ESR4300
ES104440	EXP3727	ESR4287
ES104438	EXP3727	ESR4219
ES104438	EXP3727	ESR4423
ES104437	EXP3727	ESR4243
ES104453	EXP3727	ESR4269
ES104453	EXP3727	ESR4300
ES104453	EXP3727	ESR4454
ES104452	EXP3727	ESR4431
ES104451	EXP3727	ESR4278
ES104451	EXP3727	ESR4289
ES104450	EXP3727	ESR4278
ES104449	EXP3727	ESR4242
ES104448	EXP3727	ESR4220
ES104447	EXP3727	ESR4253
ES104446	EXP3727	ESR4341
ES104462	EXP3727	ESR4495
ES104458	EXP3727	ESR4428
ES104466	EXP3727	ESR4278
ES104463	EXP3727	ESR4225
ES104478	EXP3727	ESR4325
ES104477	EXP3727	ESR4325
ES104477	EXP3727	ESR4431
ES104476	EXP3727	ESR4278
ES104475	EXP3727	ESR4278
ES104474	EXP3727	ESR4256
ES104474	EXP3727	ESR4269
ES104487	EXP3727	ESR4269
ES104485	EXP3727	ESR4256
ES104483	EXP3727	ESR4269
ES104481	EXP3727	ESR4236
ES104496	EXP3727	ESR4222
ES104496	EXP3727	ESR4300
ES104495	EXP3727	ESR4325
ES104493	EXP3727	ESR4428
ES104502	EXP3727	ESR4269
ES104499	EXP3727	ESR4253
ES104498	EXP3727	ESR4265
ES104512	EXP3727	ESR4431
ES104511	EXP3727	ESR4429
ES104509	EXP3727	ESR4242
ES104509	EXP3727	ESR4278
ES104506	EXP3727	ESR4225
ES104506	EXP3727	ESR4341
ES104522	EXP3727	ESR4269
ES104516	EXP3727	ESR4253
ES104516	EXP3727	ESR4269
ES104532	EXP3727	ESR4335
ES104532	EXP3727	ESR4336
ES104528	EXP3727	ESR4287
ES104527	EXP3727	ESR4242
ES104527	EXP3727	ESR4278
ES104526	EXP3727	ESR4278
ES104524	EXP3727	ESR4225
ES104541	EXP3727	ESR4334
ES104540	EXP3727	ESR4222
ES104539	EXP3727	ESR4222
ES104539	EXP3727	ESR4278
ES104539	EXP3727	ESR4315
ES104537	EXP3727	ESR4256
ES104535	EXP3727	ESR4423
ES104534	EXP3727	ESR4253
ES104534	EXP3727	ESR4269
ES104548	EXP3727	ESR4222
ES104548	EXP3727	ESR4315
ES104548	EXP3727	ESR4325
ES104548	EXP3727	ESR4431
ES104546	EXP3727	ESR4269
ES104542	EXP3727	ESR4497
ES104557	EXP3727	ESR4222
ES104556	EXP3727	ESR4256
ES104554	EXP3727	ESR4242
ES104554	EXP3727	ESR4427
ES104553	EXP3727	ESR4315
ES104552	EXP3727	ESR4243
ES104551	EXP3727	ESR4265
ES104551	EXP3727	ESR4341
ES104568	EXP3727	ESR4334
ES104565	EXP3727	ESR4289
ES104564	EXP3727	ESR4278
ES104562	EXP3727	ESR4219
ES104562	EXP3727	ESR4315
ES104561	EXP3727	ESR4253
ES104576	EXP3727	ESR4222
ES104575	EXP3727	ESR4222
ES104575	EXP3727	ESR4278
ES104574	EXP3727	ESR4429
ES104571	EXP3727	ESR4315
ES104585	EXP3727	ESR4335
ES104584	EXP3727	ESR4325
ES104580	EXP3727	ESR4256
ES104579	EXP3727	ESR4220
ES104577	EXP3727	ESR4265
ES104590	EXP3727	ESR4278
ES104590	EXP3727	ESR4287
ES104601	EXP3727	ESR4278
ES104599	EXP3727	ESR4278
ES104598	EXP3727	ESR4278
ES104598	EXP3727	ESR4427
ES104597	EXP3727	ESR4315
ES104596	EXP3727	ESR4253
ES104595	EXP3727	ESR4225
ES104595	EXP3727	ESR4497
ES104609	EXP3727	ESR4325
ES104606	EXP3727	ESR4287
ES104616	EXP3727	ESR4269
ES104614	EXP3727	ESR4242
ES104613	EXP3727	ESR4423
ES104612	EXP3727	ESR4386
ES104627	EXP3727	ESR4300
ES104625	EXP3727	ESR4429
ES104623	EXP3727	ESR4427
ES104621	EXP3727	ESR4236
ES104636	EXP3727	ESR4337
ES104634	EXP3727	ESR4325
ES104633	EXP3727	ESR4278
ES104633	EXP3727	ESR4429
ES104632	EXP3727	ESR4428
ES104628	EXP3727	ESR4497
ES104644	EXP3727	ESR4269
ES104642	EXP3727	ESR4256
ES104642	EXP3727	ESR4278
ES104640	EXP3727	ESR4269
ES104639	EXP3727	ESR4423
ES104638	EXP3727	ESR4236
ES104638	EXP3727	ESR4253
ES104637	EXP3727	ESR4497
ES104654	EXP3727	ESR4495
ES104651	EXP3727	ESR4429
ES104650	EXP3727	ESR4278
ES104650	EXP3727	ESR4287
ES104649	EXP3727	ESR4278
ES104648	EXP3727	ESR4220
ES104648	EXP3727	ESR4315
ES104646	EXP3727	ESR4265
ES104663	EXP3727	ESR4495
ES104662	EXP3727	ESR4269
ES104662	EXP3727	ESR4454
ES104661	EXP3727	ESR4325
ES104657	EXP3727	ESR4278
ES104656	EXP3727	ESR4243
ES104656	EXP3727	ESR4253
ES104670	EXP3727	ESR4431
ES104669	EXP3727	ESR4289
ES104669	EXP3727	ESR4429
ES104667	EXP3727	ESR4269
ES104667	EXP3727	ESR4278
ES104666	EXP3727	ESR4423
ES104678	EXP3727	ESR4429
ES104673	EXP3727	ESR4225
ES104673	EXP3727	ESR4341
ES104689	EXP3727	ESR4222
ES104689	EXP3727	ESR4325
ES104688	EXP3727	ESR4278
ES104688	EXP3727	ESR4315
ES104687	EXP3727	ESR4278
ES104686	EXP3727	ESR4256
ES104684	EXP3727	ESR4220
ES104697	EXP3727	ESR4325
ES104697	EXP3727	ESR4431
ES104695	EXP3727	ESR4256
ES104694	EXP3727	ESR4242
ES104694	EXP3727	ESR4269
ES104692	EXP3727	ESR4253
ES147638	EXP3727	ESR4337
ES147636	EXP3727	ESR4256
ES147633	EXP3727	ESR4278
ES147633	EXP3727	ESR4315
ES147646	EXP3727	ESR4335
ES147645	EXP3727	ESR4269
ES147639	EXP3727	ESR4269
ES147639	EXP3727	ESR4428
ES147651	EXP3727	ESR4337
ES147649	EXP3727	ESR4236
ES147658	EXP3727	ESR4325
ES147657	EXP3727	ESR4256
ES147655	EXP3727	ESR4278
ES147663	EXP3727	ESR4256
ES147661	EXP3727	ESR4278
ES147660	EXP3727	ESR4256
ES147674	EXP3727	ESR4222
ES147674	EXP3727	ESR4454
ES147673	EXP3727	ESR4269
ES147670	EXP3727	ESR4423
ES147669	EXP3727	ESR4278
ES147668	EXP3727	ESR4278
ES147683	EXP3727	ESR4334
ES147680	EXP3727	ESR4386
ES147678	EXP3727	ESR4423
ES147676	EXP3727	ESR4278
ES147691	EXP3727	ESR4334
ES147691	EXP3727	ESR4335
ES147688	EXP3727	ESR4236
ES147685	EXP3727	ESR4222
ES147684	EXP3727	ESR4428
ES147692	EXP3727	ESR4325
ES147698	EXP3727	ESR4220
ES147698	EXP3727	ESR4278
ES147706	EXP3727	ESR4334
ES147706	EXP3727	ESR4336
ES147702	EXP3727	ESR4431
ES147709	EXP3727	ESR4386
ES147708	EXP3727	ESR4219
ES147716	EXP3727	ESR4337
ES147715	EXP3727	ESR4325
ES147721	EXP3727	ESR4337
ES147720	EXP3727	ESR4222
ES147720	EXP3727	ESR4269
ES147720	EXP3727	ESR4300
ES147720	EXP3727	ESR4325
ES147719	EXP3727	ESR4243
ES147717	EXP3727	ESR4431
ES147726	EXP3727	ESR4336
ES147726	EXP3727	ESR4337
ES147725	EXP3727	ESR4300
ES147724	EXP3727	ESR4269
ES147724	EXP3727	ESR4386
ES147723	EXP3727	ESR4278
ES147727	EXP3727	ESR4315
ES147736	EXP3727	ESR4495
ES147733	EXP3727	ESR4315
ES147743	EXP3727	ESR4454
ES147739	EXP3727	ESR4278
ES147739	EXP3727	ESR4315
ES147738	EXP3727	ESR4222
ES147738	EXP3727	ESR4431
ES147752	EXP3727	ESR4495
ES147751	EXP3727	ESR4325
ES147749	EXP3727	ESR4243
ES147748	EXP3727	ESR4256
ES147746	EXP3727	ESR4222
ES147746	EXP3727	ESR4325
ES147759	EXP3727	ESR4454
ES147758	EXP3727	ESR4278
ES147757	EXP3727	ESR4253
ES147756	EXP3727	ESR4429
ES147755	EXP3727	ESR4220
ES147755	EXP3727	ESR4278
ES147755	EXP3727	ESR4315
ES147755	EXP3727	ESR4423
ES147763	EXP3727	ESR4219
ES147763	EXP3727	ESR4423
ES147761	EXP3727	ESR4269
ES147774	EXP3727	ESR4278
ES147769	EXP3727	ESR4269
ES147784	EXP3727	ESR4334
ES147784	EXP3727	ESR4337
ES147783	EXP3727	ESR4454
ES147779	EXP3727	ESR4219
ES147778	EXP3727	ESR4431
ES147777	EXP3727	ESR4278
ES147791	EXP3727	ESR4269
ES147790	EXP3727	ESR4278
ES147788	EXP3727	ESR4256
ES147787	EXP3727	ESR4219
ES147800	EXP3727	ESR4495
ES147796	EXP3727	ESR4256
ES147794	EXP3727	ESR4325
ES147793	EXP3727	ESR4287
ES147803	EXP3727	ESR4269
ES147801	EXP3727	ESR4256
ES147801	EXP3727	ESR4278
ES147812	EXP3727	ESR4454
ES147809	EXP3727	ESR4256
ES147806	EXP3727	ESR4278
ES147806	EXP3727	ESR4428
ES147820	EXP3727	ESR4325
ES147819	EXP3727	ESR4269
ES147819	EXP3727	ESR4427
ES147818	EXP3727	ESR4386
ES147815	EXP3727	ESR4325
ES147815	EXP3727	ESR4431
ES147829	EXP3727	ESR4335
ES147829	EXP3727	ESR4495
ES147828	EXP3727	ESR4269
ES147827	EXP3727	ESR4269
ES147826	EXP3727	ESR4269
ES147825	EXP3727	ESR4289
ES147824	EXP3727	ESR4220
ES147822	EXP3727	ESR4256
ES147832	EXP3727	ESR4269
ES147831	EXP3727	ESR4423
ES147830	EXP3727	ESR4222
ES147830	EXP3727	ESR4315
ES147839	EXP3727	ESR4337
ES147838	EXP3727	ESR4269
ES147837	EXP3727	ESR4243
ES147836	EXP3727	ESR4220
ES147842	EXP3727	ESR4269
ES147842	EXP3727	ESR4386
ES147841	EXP3727	ESR4220
ES147852	EXP3727	ESR4495
ES147851	EXP3727	ESR4454
ES147850	EXP3727	ESR4269
ES147850	EXP3727	ESR4278
ES147848	EXP3727	ESR4256
ES147848	EXP3727	ESR4429
ES147845	EXP3727	ESR4428
ES147859	EXP3727	ESR4222
ES147859	EXP3727	ESR4300
ES147859	EXP3727	ESR4325
ES147855	EXP3727	ESR4278
ES147855	EXP3727	ESR4315
ES147853	EXP3727	ESR4256
ES147853	EXP3727	ESR4269
ES147853	EXP3727	ESR4278
ES147853	EXP3727	ESR4287
ES147853	EXP3727	ESR4428
ES147868	EXP3727	ESR4334
ES147861	EXP3727	ESR4287
ES147871	EXP3727	ESR4386
ES147878	EXP3727	ESR4335
ES147875	EXP3727	ESR4219
ES147874	EXP3727	ESR4278
ES147874	EXP3727	ESR4315
ES147874	EXP3727	ESR4431
ES147883	EXP3727	ESR4335
ES147883	EXP3727	ESR4336
ES147883	EXP3727	ESR4495
ES147882	EXP3727	ESR4300
ES147886	EXP3727	ESR4269
ES147893	EXP3727	ESR4269
ES147890	EXP3727	ESR4219
ES147903	EXP3727	ESR4334
ES147902	EXP3727	ESR4222
ES147900	EXP3727	ESR4386
ES147899	EXP3727	ESR4289
ES147896	EXP3727	ESR4269
ES147910	EXP3727	ESR4454
ES147906	EXP3727	ESR4315
ES147904	EXP3727	ESR4269
ES147904	EXP3727	ESR4287
ES147919	EXP3727	ESR4337
ES147918	EXP3727	ESR4300
ES147916	EXP3727	ESR4236
ES147916	EXP3727	ESR4386
ES147914	EXP3727	ESR4278
ES147914	EXP3727	ESR4423
ES147924	EXP3727	ESR4386
ES147923	EXP3727	ESR4269
ES147920	EXP3727	ESR4428
ES147933	EXP3727	ESR4242
ES147932	EXP3727	ESR4243
ES147932	EXP3727	ESR4253
ES147931	EXP3727	ESR4289
ES147929	EXP3727	ESR4222
ES147928	EXP3727	ESR4269
ES147942	EXP3727	ESR4495
ES147940	EXP3727	ESR4242
ES147944	EXP3727	ESR4236
ES147944	EXP3727	ESR4386
ES147950	EXP3727	ESR4300
ES147950	EXP3727	ESR4325
ES147949	EXP3727	ESR4236
ES147949	EXP3727	ESR4386
ES147948	EXP3727	ESR4220
ES147956	EXP3727	ESR4337
ES147961	EXP3727	ESR4337
ES147960	EXP3727	ESR4300
ES147960	EXP3727	ESR4454
ES147959	EXP3727	ESR4269
ES147957	EXP3727	ESR4325
ES147966	EXP3727	ESR4334
ES147966	EXP3727	ESR4335
ES147965	EXP3727	ESR4325
ES147963	EXP3727	ESR4219
ES147963	EXP3727	ESR4220
ES147963	EXP3727	ESR4423
ES147962	EXP3727	ESR4278
ES147971	EXP3727	ESR4495
ES147970	EXP3727	ESR4454
ES147969	EXP3727	ESR4236
ES147967	EXP3727	ESR4325
ES147976	EXP3727	ESR4243
ES147975	EXP3727	ESR4429
ES147973	EXP3727	ESR4222
ES147973	EXP3727	ESR4431
ES147985	EXP3727	ESR4427
ES147984	EXP3727	ESR4243
ES147981	EXP3727	ESR4278
ES147980	EXP3727	ESR4287
ES147993	EXP3727	ESR4242
ES147991	EXP3727	ESR4429
