FCS_ANNOTATION_ID	COMPENSATION_FLAG	EXPERIMENT_ACCESSION	EXPSAMPLE_ACCESSION	FILE_INFO_ID	MAXIMUM_INTENSITY	MINIMUM_INTENSITY	NUMBER_OF_EVENTS	NUMBER_OF_MARKERS	PANEL	WORKSPACE_ID
18336	N	EXP3727	ES86636	61277	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18787	N	EXP3727	ES86648	62179	1023	0	165585	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18786	N	EXP3727	ES86650	62177	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18908	N	EXP3727	ES86663	62421	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18904	N	EXP3727	ES86707	62413	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18478	N	EXP3727	ES86723	61561	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18474	N	EXP3727	ES86726	61553	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18475	N	EXP3727	ES86728	61555	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18481	N	EXP3727	ES86731	61567	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18459	N	EXP3727	ES86736	61523	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18457	N	EXP3727	ES86737	61519	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18462	N	EXP3727	ES86739	61529	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18891	N	EXP3727	ES86741	62387	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18531	N	EXP3727	ES86772	61667	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18931	N	EXP3727	ES86779	62467	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18469	N	EXP3727	ES86786	61543	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18466	N	EXP3727	ES86791	61537	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18524	N	EXP3727	ES86806	61653	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18497	N	EXP3727	ES86815	61599	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18495	N	EXP3727	ES86817	61595	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18493	N	EXP3727	ES86818	61591	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18917	N	EXP3727	ES86825	62439	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18918	N	EXP3727	ES86827	62441	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18863	N	EXP3727	ES86835	62331	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18867	N	EXP3727	ES86839	62339	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18875	N	EXP3727	ES86856	62355	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18876	N	EXP3727	ES86857	62357	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18843	N	EXP3727	ES86863	62291	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18443	N	EXP3727	ES86869	61491	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18441	N	EXP3727	ES86871	61487	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18802	N	EXP3727	ES86878	62209	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18797	N	EXP3727	ES86879	62199	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18805	N	EXP3727	ES86882	62215	1023	0	177615	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18540	N	EXP3727	ES86889	61685	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18538	N	EXP3727	ES86890	61681	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18545	N	EXP3727	ES86891	61695	1023	0	113610	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18880	N	EXP3727	ES86895	62365	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19004	N	EXP3727	ES86919	62613	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18935	N	EXP3727	ES86933	62475	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19076	N	EXP3727	ES86946	62766	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19066	N	EXP3727	ES86995	62746	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19061	N	EXP3727	ES86996	62736	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18634	N	EXP3727	ES87035	61873	1023	0	118485	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18633	N	EXP3727	ES87037	61871	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18584	N	EXP3727	ES87039	61773	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19029	N	EXP3727	ES87047	62663	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19032	N	EXP3727	ES87055	62678	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19047	N	EXP3727	ES87065	62708	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19048	N	EXP3727	ES87067	62710	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18374	N	EXP3727	ES87080	61353	1023	0	191295	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18637	N	EXP3727	ES87084	61879	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18640	N	EXP3727	ES87085	61885	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18635	N	EXP3727	ES87086	61875	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18641	N	EXP3727	ES87090	61887	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18611	N	EXP3727	ES87141	61827	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19039	N	EXP3727	ES87166	62692	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19042	N	EXP3727	ES87170	62698	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18397	N	EXP3727	ES87200	61399	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19054	N	EXP3727	ES87227	62722	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19057	N	EXP3727	ES87228	62728	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19060	N	EXP3727	ES87232	62734	1023	0	141795	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18622	N	EXP3727	ES87246	61849	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18351	N	EXP3727	ES87257	61307	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18603	N	EXP3727	ES87262	61811	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18604	N	EXP3727	ES87264	61813	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18602	N	EXP3727	ES87266	61809	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18605	N	EXP3727	ES87269	61815	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18425	N	EXP3727	ES87282	61455	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18420	N	EXP3727	ES87283	61445	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18423	N	EXP3727	ES87284	61451	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
18664	N	EXP3727	ES87308	61933	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18668	N	EXP3727	ES87314	61941	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18406	N	EXP3727	ES87325	61417	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18404	N	EXP3727	ES87326	61413	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18971	N	EXP3727	ES87346	62547	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18972	N	EXP3727	ES87348	62549	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18978	N	EXP3727	ES87351	62561	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18984	N	EXP3727	ES87352	62573	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
18986	N	EXP3727	ES87359	62577	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18654	N	EXP3727	ES87375	61913	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18661	N	EXP3727	ES87376	61927	1023	0	146265	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18690	N	EXP3727	ES87393	61985	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18703	N	EXP3727	ES87444	62011	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18411	N	EXP3727	ES87454	61427	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18429	N	EXP3727	ES87481	61463	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
18686	N	EXP3727	ES87512	61977	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
18963	N	EXP3727	ES87519	62531	1023	0	19920	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
18970	N	EXP3727	ES87520	62545	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
18562	N	EXP3727	ES87531	61729	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
18709	N	EXP3727	ES87533	62023	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18712	N	EXP3727	ES87534	62029	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
18727	N	EXP3727	ES87578	62059	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
18953	N	EXP3727	ES87598	62511	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19169	N	EXP3727	ES87617	62952	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19172	N	EXP3727	ES87620	62958	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19359	N	EXP3727	ES87645	63342	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19247	N	EXP3727	ES87652	63118	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19141	N	EXP3727	ES87659	62896	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19463	N	EXP3727	ES87689	63550	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19467	N	EXP3727	ES87693	63558	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19178	N	EXP3727	ES87698	62970	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19176	N	EXP3727	ES87699	62966	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19181	N	EXP3727	ES87701	62976	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19438	N	EXP3727	ES87705	63500	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19439	N	EXP3727	ES87710	63502	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19102	N	EXP3727	ES87731	62818	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19106	N	EXP3727	ES87737	62826	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19158	N	EXP3727	ES87753	62930	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19731	N	EXP3727	ES87758	64086	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19734	N	EXP3727	ES87759	64092	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19735	N	EXP3727	ES87764	64094	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19090	N	EXP3727	ES87780	62794	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20212	N	EXP3727	ES87813	65058	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
20210	N	EXP3727	ES87814	65054	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19151	N	EXP3727	ES87822	62916	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19149	N	EXP3727	ES87823	62912	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19155	N	EXP3727	ES87826	62924	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19241	N	EXP3727	ES87831	63106	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19794	N	EXP3727	ES87837	64212	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19792	N	EXP3727	ES87839	64208	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
20139	N	EXP3727	ES87847	64912	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20137	N	EXP3727	ES87849	64908	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19113	N	EXP3727	ES87854	62840	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19280	N	EXP3727	ES87867	63184	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19284	N	EXP3727	ES87871	63192	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
20067	N	EXP3727	ES87874	64768	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20065	N	EXP3727	ES87876	64764	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19258	N	EXP3727	ES87882	63140	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19259	N	EXP3727	ES87885	63142	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19757	N	EXP3727	ES87895	64138	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19749	N	EXP3727	ES87900	64122	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19755	N	EXP3727	ES87905	64134	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20121	N	EXP3727	ES87910	64876	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
20123	N	EXP3727	ES87916	64880	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19275	N	EXP3727	ES87925	63174	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
20111	N	EXP3727	ES87926	64856	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
20107	N	EXP3727	ES87929	64848	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
20113	N	EXP3727	ES87933	64860	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19582	N	EXP3727	ES87951	63788	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20020	N	EXP3727	ES87966	64665	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19809	N	EXP3727	ES87986	64242	1023	0	200000	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19807	N	EXP3727	ES87987	64238	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20057	N	EXP3727	ES87989	64748	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19740	N	EXP3727	ES88008	64104	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19743	N	EXP3727	ES88009	64110	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19744	N	EXP3727	ES88014	64112	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19450	N	EXP3727	ES88031	63524	1023	0	104610	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19766	N	EXP3727	ES88039	64156	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
20071	N	EXP3727	ES88055	64776	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
20079	N	EXP3727	ES88058	64792	1023	0	159780	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19600	N	EXP3727	ES88077	63824	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19489	N	EXP3727	ES88080	63602	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19492	N	EXP3727	ES88081	63608	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19487	N	EXP3727	ES88082	63598	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19494	N	EXP3727	ES88086	63612	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
20030	N	EXP3727	ES88096	64685	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19722	N	EXP3727	ES88115	64068	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
20035	N	EXP3727	ES88135	64704	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19783	N	EXP3727	ES88144	64190	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19784	N	EXP3727	ES88146	64192	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
20091	N	EXP3727	ES88151	64816	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19816	N	EXP3727	ES88166	64256	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20262	N	EXP3727	ES88183	65158	1023	0	97260	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
20260	N	EXP3727	ES88184	65154	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19819	N	EXP3727	ES88189	64262	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19221	N	EXP3727	ES88218	63066	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19866	N	EXP3727	ES88259	64356	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19867	N	EXP3727	ES88262	64358	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19872	N	EXP3727	ES88264	64368	1023	0	105615	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19897	N	EXP3727	ES88292	64418	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19873	N	EXP3727	ES88297	64370	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19879	N	EXP3727	ES88301	64382	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
20251	N	EXP3727	ES88310	65136	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19370	N	EXP3727	ES88315	63364	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19639	N	EXP3727	ES88333	63902	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19646	N	EXP3727	ES88338	63916	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19838	N	EXP3727	ES88353	64300	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19858	N	EXP3727	ES88361	64340	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19507	N	EXP3727	ES88370	63638	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19192	N	EXP3727	ES88388	62998	1023	0	77850	6	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C	990
19190	N	EXP3727	ES88389	62994	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19401	N	EXP3727	ES88391	63426	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19399	N	EXP3727	ES88392	63422	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
19200	N	EXP3727	ES88408	63014	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19232	N	EXP3727	ES88413	63088	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19612	N	EXP3727	ES88421	63848	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19388	N	EXP3727	ES88430	63400	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19391	N	EXP3727	ES88431	63406	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19215	N	EXP3727	ES88436	63054	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19211	N	EXP3727	ES88439	63046	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
20233	N	EXP3727	ES88461	65100	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19888	N	EXP3727	ES88470	64400	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19383	N	EXP3727	ES88481	63390	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19518	N	EXP3727	ES88501	63660	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
19520	N	EXP3727	ES88507	63664	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
20146	N	EXP3727	ES88512	64926	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19621	N	EXP3727	ES88520	63866	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19985	N	EXP3727	ES88535	64595	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19317	N	EXP3727	ES88571	63258	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19313	N	EXP3727	ES88574	63250	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
19541	N	EXP3727	ES88585	63706	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19546	N	EXP3727	ES88587	63716	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19547	N	EXP3727	ES88588	63718	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
19903	N	EXP3727	ES88593	64431	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
19901	N	EXP3727	ES88594	64427	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
19335	N	EXP3727	ES88598	63294	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
19337	N	EXP3727	ES88605	63298	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
19550	N	EXP3727	ES88612	63724	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
