EXPSAMPLE_ACCESSION	DATA_FORMAT	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	RESULT_TOTAL_RECS	WORKSPACE_ID
ES83223	Flow_Cytometry		EXP3727		FCM	5	990
ES83245	Flow_Cytometry		EXP3727		FCM	16	990
ES83249	Flow_Cytometry		EXP3727		FCM	16	990
ES83253	Flow_Cytometry		EXP3727		FCM	16	990
ES83254	Flow_Cytometry		EXP3727		FCM	16	990
ES83255	Flow_Cytometry		EXP3727		FCM	16	990
ES83264	Flow_Cytometry		EXP3727		FCM	16	990
ES83267	Flow_Cytometry		EXP3727		FCM	16	990
ES83270	Flow_Cytometry		EXP3727		FCM	16	990
ES83273	Flow_Cytometry		EXP3727		FCM	16	990
ES83285	Flow_Cytometry		EXP3727		FCM	16	990
ES83292	Flow_Cytometry		EXP3727		FCM	16	990
ES83294	Flow_Cytometry		EXP3727		FCM	16	990
ES83306	Flow_Cytometry		EXP3727		FCM	16	990
ES83308	Flow_Cytometry		EXP3727		FCM	16	990
ES83312	Flow_Cytometry		EXP3727		FCM	16	990
ES83313	Flow_Cytometry		EXP3727		FCM	5	990
ES83335	Flow_Cytometry		EXP3727		FCM	16	990
ES83361	Flow_Cytometry		EXP3727		FCM	16	990
ES83369	Flow_Cytometry		EXP3727		FCM	16	990
ES83379	Flow_Cytometry		EXP3727		FCM	16	990
ES83380	Flow_Cytometry		EXP3727		FCM	16	990
ES83386	Flow_Cytometry		EXP3727		FCM	16	990
ES83405	Flow_Cytometry		EXP3727		FCM	16	990
ES83417	Flow_Cytometry		EXP3727		FCM	16	990
ES83428	Flow_Cytometry		EXP3727		FCM	16	990
ES83441	Flow_Cytometry		EXP3727		FCM	16	990
ES83462	Flow_Cytometry		EXP3727		FCM	5	990
ES83474	Flow_Cytometry		EXP3727		FCM	16	990
ES83475	Flow_Cytometry		EXP3727		FCM	16	990
ES83476	Flow_Cytometry		EXP3727		FCM	16	990
ES83497	Flow_Cytometry		EXP3727		FCM	16	990
ES83511	Flow_Cytometry		EXP3727		FCM	16	990
ES83518	Flow_Cytometry		EXP3727		FCM	16	990
ES83542	Flow_Cytometry		EXP3727		FCM	16	990
ES83545	Flow_Cytometry		EXP3727		FCM	16	990
ES83546	Flow_Cytometry		EXP3727		FCM	5	990
ES83554	Flow_Cytometry		EXP3727		FCM	16	990
ES83556	Flow_Cytometry		EXP3727		FCM	16	990
ES83563	Flow_Cytometry		EXP3727		FCM	16	990
ES83576	Flow_Cytometry		EXP3727		FCM	16	990
ES83579	Flow_Cytometry		EXP3727		FCM	5	990
ES83585	Flow_Cytometry		EXP3727		FCM	16	990
ES83590	Flow_Cytometry		EXP3727		FCM	16	990
ES83596	Flow_Cytometry		EXP3727		FCM	16	990
ES83597	Flow_Cytometry		EXP3727		FCM	5	990
ES83604	Flow_Cytometry		EXP3727		FCM	16	990
ES83609	Flow_Cytometry		EXP3727		FCM	16	990
ES83618	Flow_Cytometry		EXP3727		FCM	16	990
ES83637	Flow_Cytometry		EXP3727		FCM	16	990
ES83645	Flow_Cytometry		EXP3727		FCM	16	990
ES83648	Flow_Cytometry		EXP3727		FCM	16	990
ES83652	Flow_Cytometry		EXP3727		FCM	16	990
ES83658	Flow_Cytometry		EXP3727		FCM	16	990
ES83665	Flow_Cytometry		EXP3727		FCM	16	990
ES83667	Flow_Cytometry		EXP3727		FCM	16	990
ES83671	Flow_Cytometry		EXP3727		FCM	16	990
ES83693	Flow_Cytometry		EXP3727		FCM	16	990
ES83709	Flow_Cytometry		EXP3727		FCM	16	990
ES83713	Flow_Cytometry		EXP3727		FCM	32	990
ES83716	Flow_Cytometry		EXP3727		FCM	16	990
ES83732	Flow_Cytometry		EXP3727		FCM	16	990
ES83739	Flow_Cytometry		EXP3727		FCM	32	990
ES83760	Flow_Cytometry		EXP3727		FCM	16	990
ES83761	Flow_Cytometry		EXP3727		FCM	16	990
ES83765	Flow_Cytometry		EXP3727		FCM	32	990
ES83769	Flow_Cytometry		EXP3727		FCM	16	990
ES83776	Flow_Cytometry		EXP3727		FCM	16	990
ES83805	Flow_Cytometry		EXP3727		FCM	16	990
ES83807	Flow_Cytometry		EXP3727		FCM	16	990
ES83810	Flow_Cytometry		EXP3727		FCM	32	990
ES83817	Flow_Cytometry		EXP3727		FCM	16	990
ES83819	Flow_Cytometry		EXP3727		FCM	32	990
ES83821	Flow_Cytometry		EXP3727		FCM	16	990
ES83842	Flow_Cytometry		EXP3727		FCM	16	990
ES83845	Flow_Cytometry		EXP3727		FCM	32	990
ES83859	Flow_Cytometry		EXP3727		FCM	16	990
ES83868	Flow_Cytometry		EXP3727		FCM	16	990
ES83873	Flow_Cytometry		EXP3727		FCM	32	990
ES83881	Flow_Cytometry		EXP3727		FCM	32	990
ES83888	Flow_Cytometry		EXP3727		FCM	16	990
ES83918	Flow_Cytometry		EXP3727		FCM	32	990
ES83925	Flow_Cytometry		EXP3727		FCM	16	990
ES83926	Flow_Cytometry		EXP3727		FCM	32	990
ES83953	Flow_Cytometry		EXP3727		FCM	32	990
ES83955	Flow_Cytometry		EXP3727		FCM	16	990
ES83956	Flow_Cytometry		EXP3727		FCM	5	990
ES83958	Flow_Cytometry		EXP3727		FCM	16	990
ES83962	Flow_Cytometry		EXP3727		FCM	32	990
ES83971	Flow_Cytometry		EXP3727		FCM	32	990
ES83974	Flow_Cytometry		EXP3727		FCM	5	990
ES83975	Flow_Cytometry		EXP3727		FCM	16	990
ES83978	Flow_Cytometry		EXP3727		FCM	16	990
ES83985	Flow_Cytometry		EXP3727		FCM	16	990
ES83998	Flow_Cytometry		EXP3727		FCM	32	990
ES84010	Flow_Cytometry		EXP3727		FCM	5	990
ES84039	Flow_Cytometry		EXP3727		FCM	16	990
ES84044	Flow_Cytometry		EXP3727		FCM	32	990
ES84045	Flow_Cytometry		EXP3727		FCM	16	990
ES84046	Flow_Cytometry		EXP3727		FCM	5	990
ES84047	Flow_Cytometry		EXP3727		FCM	16	990
ES84050	Flow_Cytometry		EXP3727		FCM	16	990
ES84055	Flow_Cytometry		EXP3727		FCM	5	990
ES84064	Flow_Cytometry		EXP3727		FCM	5	990
ES84076	Flow_Cytometry		EXP3727		FCM	16	990
ES84103	Flow_Cytometry		EXP3727		FCM	32	990
ES84110	Flow_Cytometry		EXP3727		FCM	16	990
ES84111	Flow_Cytometry		EXP3727		FCM	16	990
ES84120	Flow_Cytometry		EXP3727		FCM	16	990
ES84130	Flow_Cytometry		EXP3727		FCM	32	990
ES84141	Flow_Cytometry		EXP3727		FCM	32	990
ES84160	Flow_Cytometry		EXP3727		FCM	16	990
ES84174	Flow_Cytometry		EXP3727		FCM	32	990
ES84175	Flow_Cytometry		EXP3727		FCM	32	990
ES84176	Flow_Cytometry		EXP3727		FCM	32	990
ES84185	Flow_Cytometry		EXP3727		FCM	32	990
ES84201	Flow_Cytometry		EXP3727		FCM	32	990
ES84202	Flow_Cytometry		EXP3727		FCM	32	990
ES84206	Flow_Cytometry		EXP3727		FCM	16	990
ES84208	Flow_Cytometry		EXP3727		FCM	16	990
ES84214	Flow_Cytometry		EXP3727		FCM	5	990
ES84217	Flow_Cytometry		EXP3727		FCM	16	990
ES84218	Flow_Cytometry		EXP3727		FCM	16	990
ES84223	Flow_Cytometry		EXP3727		FCM	5	990
ES84225	Flow_Cytometry		EXP3727		FCM	16	990
ES84270	Flow_Cytometry		EXP3727		FCM	16	990
ES84275	Flow_Cytometry		EXP3727		FCM	32	990
ES84277	Flow_Cytometry		EXP3727		FCM	5	990
ES84282	Flow_Cytometry		EXP3727		FCM	32	990
ES84284	Flow_Cytometry		EXP3727		FCM	32	990
ES84293	Flow_Cytometry		EXP3727		FCM	32	990
ES84296	Flow_Cytometry		EXP3727		FCM	16	990
ES84313	Flow_Cytometry		EXP3727		FCM	5	990
ES84319	Flow_Cytometry		EXP3727		FCM	16	990
ES84322	Flow_Cytometry		EXP3727		FCM	5	990
ES84332	Flow_Cytometry		EXP3727		FCM	16	990
ES84334	Flow_Cytometry		EXP3727		FCM	16	990
ES84348	Flow_Cytometry		EXP3727		FCM	16	990
ES84349	Flow_Cytometry		EXP3727		FCM	5	990
ES84356	Flow_Cytometry		EXP3727		FCM	16	990
ES84360	Flow_Cytometry		EXP3727		FCM	16	990
ES84364	Flow_Cytometry		EXP3727		FCM	16	990
ES84366	Flow_Cytometry		EXP3727		FCM	16	990
ES84372	Flow_Cytometry		EXP3727		FCM	16	990
ES84384	Flow_Cytometry		EXP3727		FCM	5	990
ES84388	Flow_Cytometry		EXP3727		FCM	16	990
ES84435	Flow_Cytometry		EXP3727		FCM	16	990
ES84453	Flow_Cytometry		EXP3727		FCM	16	990
ES84467	Flow_Cytometry		EXP3727		FCM	16	990
ES84473	Flow_Cytometry		EXP3727		FCM	16	990
ES84481	Flow_Cytometry		EXP3727		FCM	16	990
ES84486	Flow_Cytometry		EXP3727		FCM	16	990
ES84501	Flow_Cytometry		EXP3727		FCM	16	990
ES84506	Flow_Cytometry		EXP3727		FCM	16	990
ES84515	Flow_Cytometry		EXP3727		FCM	16	990
ES84518	Flow_Cytometry		EXP3727		FCM	5	990
ES84523	Flow_Cytometry		EXP3727		FCM	16	990
ES84529	Flow_Cytometry		EXP3727		FCM	16	990
ES84546	Flow_Cytometry		EXP3727		FCM	16	990
ES84547	Flow_Cytometry		EXP3727		FCM	16	990
ES84553	Flow_Cytometry		EXP3727		FCM	16	990
ES84554	Flow_Cytometry		EXP3727		FCM	5	990
ES84565	Flow_Cytometry		EXP3727		FCM	16	990
ES84582	Flow_Cytometry		EXP3727		FCM	16	990
ES84587	Flow_Cytometry		EXP3727		FCM	16	990
ES84610	Flow_Cytometry		EXP3727		FCM	16	990
ES84619	Flow_Cytometry		EXP3727		FCM	16	990
ES84663	Flow_Cytometry		EXP3727		FCM	16	990
ES84676	Flow_Cytometry		EXP3727		FCM	16	990
ES84690	Flow_Cytometry		EXP3727		FCM	16	990
ES84696	Flow_Cytometry		EXP3727		FCM	16	990
ES84709	Flow_Cytometry		EXP3727		FCM	16	990
ES84716	Flow_Cytometry		EXP3727		FCM	16	990
ES84755	Flow_Cytometry		EXP3727		FCM	16	990
ES84756	Flow_Cytometry		EXP3727		FCM	16	990
ES84772	Flow_Cytometry		EXP3727		FCM	16	990
ES84773	Flow_Cytometry		EXP3727		FCM	16	990
ES84783	Flow_Cytometry		EXP3727		FCM	16	990
ES84789	Flow_Cytometry		EXP3727		FCM	16	990
ES84790	Flow_Cytometry		EXP3727		FCM	16	990
ES84799	Flow_Cytometry		EXP3727		FCM	16	990
ES84800	Flow_Cytometry		EXP3727		FCM	16	990
ES84806	Flow_Cytometry		EXP3727		FCM	16	990
ES84821	Flow_Cytometry		EXP3727		FCM	16	990
ES84833	Flow_Cytometry		EXP3727		FCM	16	990
ES84843	Flow_Cytometry		EXP3727		FCM	16	990
ES84852	Flow_Cytometry		EXP3727		FCM	16	990
ES84857	Flow_Cytometry		EXP3727		FCM	16	990
ES84862	Flow_Cytometry		EXP3727		FCM	16	990
ES84863	Flow_Cytometry		EXP3727		FCM	5	990
ES84865	Flow_Cytometry		EXP3727		FCM	16	990
ES84870	Flow_Cytometry		EXP3727		FCM	16	990
ES84875	Flow_Cytometry		EXP3727		FCM	16	990
ES84877	Flow_Cytometry		EXP3727		FCM	16	990
ES84896	Flow_Cytometry		EXP3727		FCM	16	990
ES84900	Flow_Cytometry		EXP3727		FCM	16	990
ES84902	Flow_Cytometry		EXP3727		FCM	16	990
ES84903	Flow_Cytometry		EXP3727		FCM	16	990
ES84920	Flow_Cytometry		EXP3727		FCM	16	990
ES84940	Flow_Cytometry		EXP3727		FCM	16	990
ES84949	Flow_Cytometry		EXP3727		FCM	16	990
ES84977	Flow_Cytometry		EXP3727		FCM	16	990
ES84980	Flow_Cytometry		EXP3727		FCM	5	990
ES84991	Flow_Cytometry		EXP3727		FCM	16	990
ES85005	Flow_Cytometry		EXP3727		FCM	16	990
ES85016	Flow_Cytometry		EXP3727		FCM	16	990
ES85024	Flow_Cytometry		EXP3727		FCM	5	990
ES85027	Flow_Cytometry		EXP3727		FCM	16	990
ES85028	Flow_Cytometry		EXP3727		FCM	16	990
ES85046	Flow_Cytometry		EXP3727		FCM	16	990
ES85047	Flow_Cytometry		EXP3727		FCM	16	990
ES85060	Flow_Cytometry		EXP3727		FCM	5	990
ES85065	Flow_Cytometry		EXP3727		FCM	32	990
ES85069	Flow_Cytometry		EXP3727		FCM	5	990
ES85081	Flow_Cytometry		EXP3727		FCM	16	990
ES85102	Flow_Cytometry		EXP3727		FCM	32	990
ES85120	Flow_Cytometry		EXP3727		FCM	32	990
ES85162	Flow_Cytometry		EXP3727		FCM	16	990
ES85169	Flow_Cytometry		EXP3727		FCM	16	990
ES85178	Flow_Cytometry		EXP3727		FCM	16	990
ES85181	Flow_Cytometry		EXP3727		FCM	32	990
ES85192	Flow_Cytometry		EXP3727		FCM	32	990
ES85199	Flow_Cytometry		EXP3727		FCM	32	990
ES85200	Flow_Cytometry		EXP3727		FCM	32	990
ES85211	Flow_Cytometry		EXP3727		FCM	16	990
ES85216	Flow_Cytometry		EXP3727		FCM	16	990
ES85237	Flow_Cytometry		EXP3727		FCM	32	990
ES85244	Flow_Cytometry		EXP3727		FCM	32	990
ES85250	Flow_Cytometry		EXP3727		FCM	16	990
ES85264	Flow_Cytometry		EXP3727		FCM	32	990
ES85272	Flow_Cytometry		EXP3727		FCM	32	990
ES85273	Flow_Cytometry		EXP3727		FCM	32	990
ES85274	Flow_Cytometry		EXP3727		FCM	16	990
ES85275	Flow_Cytometry		EXP3727		FCM	5	990
ES85276	Flow_Cytometry		EXP3727		FCM	16	990
ES85287	Flow_Cytometry		EXP3727		FCM	16	990
ES85288	Flow_Cytometry		EXP3727		FCM	16	990
ES85297	Flow_Cytometry		EXP3727		FCM	16	990
ES85306	Flow_Cytometry		EXP3727		FCM	16	990
ES85312	Flow_Cytometry		EXP3727		FCM	16	990
ES85315	Flow_Cytometry		EXP3727		FCM	16	990
ES85317	Flow_Cytometry		EXP3727		FCM	32	990
ES85326	Flow_Cytometry		EXP3727		FCM	32	990
ES85328	Flow_Cytometry		EXP3727		FCM	16	990
ES85345	Flow_Cytometry		EXP3727		FCM	32	990
ES85370	Flow_Cytometry		EXP3727		FCM	32	990
ES85382	Flow_Cytometry		EXP3727		FCM	16	990
ES85386	Flow_Cytometry		EXP3727		FCM	16	990
ES85387	Flow_Cytometry		EXP3727		FCM	16	990
ES85393	Flow_Cytometry		EXP3727		FCM	16	990
ES85394	Flow_Cytometry		EXP3727		FCM	16	990
ES85397	Flow_Cytometry		EXP3727		FCM	32	990
ES85400	Flow_Cytometry		EXP3727		FCM	16	990
ES85440	Flow_Cytometry		EXP3727		FCM	16	990
ES85441	Flow_Cytometry		EXP3727		FCM	16	990
ES85456	Flow_Cytometry		EXP3727		FCM	16	990
ES85460	Flow_Cytometry		EXP3727		FCM	32	990
ES85462	Flow_Cytometry		EXP3727		FCM	32	990
ES85465	Flow_Cytometry		EXP3727		FCM	16	990
ES85471	Flow_Cytometry		EXP3727		FCM	32	990
ES85483	Flow_Cytometry		EXP3727		FCM	16	990
ES85484	Flow_Cytometry		EXP3727		FCM	16	990
ES85492	Flow_Cytometry		EXP3727		FCM	16	990
ES85508	Flow_Cytometry		EXP3727		FCM	5	990
ES85510	Flow_Cytometry		EXP3727		FCM	16	990
ES85512	Flow_Cytometry		EXP3727		FCM	16	990
ES85514	Flow_Cytometry		EXP3727		FCM	32	990
ES85526	Flow_Cytometry		EXP3727		FCM	5	990
ES85532	Flow_Cytometry		EXP3727		FCM	32	990
ES85540	Flow_Cytometry		EXP3727		FCM	32	990
ES85544	Flow_Cytometry		EXP3727		FCM	5	990
ES85549	Flow_Cytometry		EXP3727		FCM	32	990
ES85567	Flow_Cytometry		EXP3727		FCM	32	990
ES85568	Flow_Cytometry		EXP3727		FCM	32	990
ES85569	Flow_Cytometry		EXP3727		FCM	32	990
ES85576	Flow_Cytometry		EXP3727		FCM	32	990
ES85608	Flow_Cytometry		EXP3727		FCM	16	990
ES85615	Flow_Cytometry		EXP3727		FCM	16	990
ES85617	Flow_Cytometry		EXP3727		FCM	16	990
ES85629	Flow_Cytometry		EXP3727		FCM	16	990
ES85649	Flow_Cytometry		EXP3727		FCM	16	990
ES85650	Flow_Cytometry		EXP3727		FCM	16	990
ES85652	Flow_Cytometry		EXP3727		FCM	16	990
ES85659	Flow_Cytometry		EXP3727		FCM	16	990
ES85666	Flow_Cytometry		EXP3727		FCM	16	990
ES85668	Flow_Cytometry		EXP3727		FCM	16	990
ES85693	Flow_Cytometry		EXP3727		FCM	16	990
ES85702	Flow_Cytometry		EXP3727		FCM	16	990
ES85709	Flow_Cytometry		EXP3727		FCM	16	990
ES85710	Flow_Cytometry		EXP3727		FCM	16	990
ES85734	Flow_Cytometry		EXP3727		FCM	16	990
ES85739	Flow_Cytometry		EXP3727		FCM	16	990
ES85758	Flow_Cytometry		EXP3727		FCM	16	990
ES85763	Flow_Cytometry		EXP3727		FCM	16	990
ES85783	Flow_Cytometry		EXP3727		FCM	16	990
ES85789	Flow_Cytometry		EXP3727		FCM	16	990
ES85798	Flow_Cytometry		EXP3727		FCM	16	990
ES85824	Flow_Cytometry		EXP3727		FCM	16	990
ES85828	Flow_Cytometry		EXP3727		FCM	16	990
ES85846	Flow_Cytometry		EXP3727		FCM	16	990
ES85850	Flow_Cytometry		EXP3727		FCM	16	990
ES85858	Flow_Cytometry		EXP3727		FCM	5	990
ES85859	Flow_Cytometry		EXP3727		FCM	16	990
ES85872	Flow_Cytometry		EXP3727		FCM	16	990
ES85883	Flow_Cytometry		EXP3727		FCM	16	990
ES85942	Flow_Cytometry		EXP3727		FCM	16	990
ES85960	Flow_Cytometry		EXP3727		FCM	16	990
ES85973	Flow_Cytometry		EXP3727		FCM	16	990
ES85979	Flow_Cytometry		EXP3727		FCM	16	990
ES85993	Flow_Cytometry		EXP3727		FCM	5	990
ES86000	Flow_Cytometry		EXP3727		FCM	16	990
ES86014	Flow_Cytometry		EXP3727		FCM	16	990
ES86048	Flow_Cytometry		EXP3727		FCM	16	990
ES86067	Flow_Cytometry		EXP3727		FCM	16	990
ES86068	Flow_Cytometry		EXP3727		FCM	16	990
ES86071	Flow_Cytometry		EXP3727		FCM	16	990
ES86082	Flow_Cytometry		EXP3727		FCM	5	990
ES86089	Flow_Cytometry		EXP3727		FCM	16	990
ES86090	Flow_Cytometry		EXP3727		FCM	16	990
ES86109	Flow_Cytometry		EXP3727		FCM	5	990
ES86122	Flow_Cytometry		EXP3727		FCM	16	990
ES86132	Flow_Cytometry		EXP3727		FCM	16	990
ES86160	Flow_Cytometry		EXP3727		FCM	16	990
ES86196	Flow_Cytometry		EXP3727		FCM	16	990
ES86197	Flow_Cytometry		EXP3727		FCM	16	990
ES86208	Flow_Cytometry		EXP3727		FCM	16	990
ES86211	Flow_Cytometry		EXP3727		FCM	16	990
ES86221	Flow_Cytometry		EXP3727		FCM	16	990
ES86232	Flow_Cytometry		EXP3727		FCM	16	990
ES86235	Flow_Cytometry		EXP3727		FCM	16	990
ES86238	Flow_Cytometry		EXP3727		FCM	16	990
ES86247	Flow_Cytometry		EXP3727		FCM	16	990
ES86256	Flow_Cytometry		EXP3727		FCM	16	990
ES86269	Flow_Cytometry		EXP3727		FCM	16	990
ES86277	Flow_Cytometry		EXP3727		FCM	16	990
ES86278	Flow_Cytometry		EXP3727		FCM	16	990
ES86286	Flow_Cytometry		EXP3727		FCM	16	990
ES86289	Flow_Cytometry		EXP3727		FCM	16	990
ES86303	Flow_Cytometry		EXP3727		FCM	16	990
ES86315	Flow_Cytometry		EXP3727		FCM	5	990
ES86339	Flow_Cytometry		EXP3727		FCM	16	990
ES86343	Flow_Cytometry		EXP3727		FCM	16	990
ES86345	Flow_Cytometry		EXP3727		FCM	16	990
ES86355	Flow_Cytometry		EXP3727		FCM	16	990
ES86358	Flow_Cytometry		EXP3727		FCM	32	990
ES86371	Flow_Cytometry		EXP3727		FCM	16	990
ES86373	Flow_Cytometry		EXP3727		FCM	16	990
ES86407	Flow_Cytometry		EXP3727		FCM	16	990
ES86438	Flow_Cytometry		EXP3727		FCM	32	990
ES86442	Flow_Cytometry		EXP3727		FCM	16	990
ES86445	Flow_Cytometry		EXP3727		FCM	16	990
ES86446	Flow_Cytometry		EXP3727		FCM	32	990
ES86458	Flow_Cytometry		EXP3727		FCM	16	990
ES86461	Flow_Cytometry		EXP3727		FCM	16	990
ES86477	Flow_Cytometry		EXP3727		FCM	5	990
ES86503	Flow_Cytometry		EXP3727		FCM	16	990
ES86507	Flow_Cytometry		EXP3727		FCM	16	990
ES86512	Flow_Cytometry		EXP3727		FCM	16	990
ES86523	Flow_Cytometry		EXP3727		FCM	16	990
ES86525	Flow_Cytometry		EXP3727		FCM	16	990
ES86546	Flow_Cytometry		EXP3727		FCM	32	990
ES86549	Flow_Cytometry		EXP3727		FCM	5	990
ES86551	Flow_Cytometry		EXP3727		FCM	16	990
ES86563	Flow_Cytometry		EXP3727		FCM	32	990
ES86566	Flow_Cytometry		EXP3727		FCM	16	990
ES86569	Flow_Cytometry		EXP3727		FCM	16	990
ES86571	Flow_Cytometry		EXP3727		FCM	16	990
ES86580	Flow_Cytometry		EXP3727		FCM	16	990
ES86591	Flow_Cytometry		EXP3727		FCM	32	990
ES86597	Flow_Cytometry		EXP3727		FCM	16	990
ES86604	Flow_Cytometry		EXP3727		FCM	16	990
ES86612	Flow_Cytometry		EXP3727		FCM	5	990
ES86628	Flow_Cytometry		EXP3727		FCM	32	990
ES86638	Flow_Cytometry		EXP3727		FCM	16	990
ES86639	Flow_Cytometry		EXP3727		FCM	5	990
ES86640	Flow_Cytometry		EXP3727		FCM	16	990
ES86641	Flow_Cytometry		EXP3727		FCM	16	990
ES86666	Flow_Cytometry		EXP3727		FCM	5	990
ES86668	Flow_Cytometry		EXP3727		FCM	16	990
ES86669	Flow_Cytometry		EXP3727		FCM	16	990
ES86682	Flow_Cytometry		EXP3727		FCM	32	990
ES86688	Flow_Cytometry		EXP3727		FCM	16	990
ES86697	Flow_Cytometry		EXP3727		FCM	16	990
ES86703	Flow_Cytometry		EXP3727		FCM	16	990
ES86707	Flow_Cytometry		EXP3727		FCM	32	990
ES86721	Flow_Cytometry		EXP3727		FCM	16	990
ES86737	Flow_Cytometry		EXP3727		FCM	16	990
ES86741	Flow_Cytometry		EXP3727		FCM	16	990
ES86754	Flow_Cytometry		EXP3727		FCM	32	990
ES86757	Flow_Cytometry		EXP3727		FCM	16	990
ES86759	Flow_Cytometry		EXP3727		FCM	16	990
ES86766	Flow_Cytometry		EXP3727		FCM	16	990
ES86773	Flow_Cytometry		EXP3727		FCM	16	990
ES86774	Flow_Cytometry		EXP3727		FCM	5	990
ES86779	Flow_Cytometry		EXP3727		FCM	32	990
ES86784	Flow_Cytometry		EXP3727		FCM	16	990
ES86791	Flow_Cytometry		EXP3727		FCM	16	990
ES86794	Flow_Cytometry		EXP3727		FCM	16	990
ES86797	Flow_Cytometry		EXP3727		FCM	32	990
ES86808	Flow_Cytometry		EXP3727		FCM	32	990
ES86817	Flow_Cytometry		EXP3727		FCM	32	990
ES86820	Flow_Cytometry		EXP3727		FCM	16	990
ES86823	Flow_Cytometry		EXP3727		FCM	16	990
ES86824	Flow_Cytometry		EXP3727		FCM	32	990
ES86825	Flow_Cytometry		EXP3727		FCM	32	990
ES86830	Flow_Cytometry		EXP3727		FCM	16	990
ES86831	Flow_Cytometry		EXP3727		FCM	16	990
ES86841	Flow_Cytometry		EXP3727		FCM	16	990
ES86843	Flow_Cytometry		EXP3727		FCM	32	990
ES86846	Flow_Cytometry		EXP3727		FCM	5	990
ES86857	Flow_Cytometry		EXP3727		FCM	16	990
ES86861	Flow_Cytometry		EXP3727		FCM	32	990
ES86867	Flow_Cytometry		EXP3727		FCM	16	990
ES86872	Flow_Cytometry		EXP3727		FCM	16	990
ES86874	Flow_Cytometry		EXP3727		FCM	16	990
ES86886	Flow_Cytometry		EXP3727		FCM	16	990
ES86887	Flow_Cytometry		EXP3727		FCM	32	990
ES86900	Flow_Cytometry		EXP3727		FCM	5	990
ES86918	Flow_Cytometry		EXP3727		FCM	5	990
ES86933	Flow_Cytometry		EXP3727		FCM	32	990
ES86934	Flow_Cytometry		EXP3727		FCM	32	990
ES86949	Flow_Cytometry		EXP3727		FCM	16	990
ES86950	Flow_Cytometry		EXP3727		FCM	16	990
ES86961	Flow_Cytometry		EXP3727		FCM	16	990
ES86964	Flow_Cytometry		EXP3727		FCM	16	990
ES86971	Flow_Cytometry		EXP3727		FCM	16	990
ES86976	Flow_Cytometry		EXP3727		FCM	16	990
ES86978	Flow_Cytometry		EXP3727		FCM	16	990
ES86983	Flow_Cytometry		EXP3727		FCM	16	990
ES86985	Flow_Cytometry		EXP3727		FCM	16	990
ES87007	Flow_Cytometry		EXP3727		FCM	16	990
ES87008	Flow_Cytometry		EXP3727		FCM	5	990
ES87014	Flow_Cytometry		EXP3727		FCM	16	990
ES87031	Flow_Cytometry		EXP3727		FCM	16	990
ES87032	Flow_Cytometry		EXP3727		FCM	16	990
ES87034	Flow_Cytometry		EXP3727		FCM	16	990
ES87039	Flow_Cytometry		EXP3727		FCM	16	990
ES87048	Flow_Cytometry		EXP3727		FCM	16	990
ES87055	Flow_Cytometry		EXP3727		FCM	16	990
ES87067	Flow_Cytometry		EXP3727		FCM	16	990
ES87074	Flow_Cytometry		EXP3727		FCM	16	990
ES87096	Flow_Cytometry		EXP3727		FCM	16	990
ES87102	Flow_Cytometry		EXP3727		FCM	16	990
ES87134	Flow_Cytometry		EXP3727		FCM	5	990
ES87136	Flow_Cytometry		EXP3727		FCM	16	990
ES87140	Flow_Cytometry		EXP3727		FCM	16	990
ES87143	Flow_Cytometry		EXP3727		FCM	5	990
ES87145	Flow_Cytometry		EXP3727		FCM	16	990
ES87147	Flow_Cytometry		EXP3727		FCM	16	990
ES87157	Flow_Cytometry		EXP3727		FCM	16	990
ES87160	Flow_Cytometry		EXP3727		FCM	16	990
ES87168	Flow_Cytometry		EXP3727		FCM	16	990
ES87174	Flow_Cytometry		EXP3727		FCM	16	990
ES87182	Flow_Cytometry		EXP3727		FCM	16	990
ES87211	Flow_Cytometry		EXP3727		FCM	16	990
ES87212	Flow_Cytometry		EXP3727		FCM	16	990
ES87220	Flow_Cytometry		EXP3727		FCM	16	990
ES87226	Flow_Cytometry		EXP3727		FCM	16	990
ES87240	Flow_Cytometry		EXP3727		FCM	16	990
ES87253	Flow_Cytometry		EXP3727		FCM	16	990
ES87274	Flow_Cytometry		EXP3727		FCM	16	990
ES87303	Flow_Cytometry		EXP3727		FCM	16	990
ES87305	Flow_Cytometry		EXP3727		FCM	16	990
ES87320	Flow_Cytometry		EXP3727		FCM	16	990
ES87326	Flow_Cytometry		EXP3727		FCM	16	990
ES87332	Flow_Cytometry		EXP3727		FCM	16	990
ES87349	Flow_Cytometry		EXP3727		FCM	5	990
ES87350	Flow_Cytometry		EXP3727		FCM	16	990
ES87353	Flow_Cytometry		EXP3727		FCM	16	990
ES87373	Flow_Cytometry		EXP3727		FCM	16	990
ES87380	Flow_Cytometry		EXP3727		FCM	16	990
ES87396	Flow_Cytometry		EXP3727		FCM	16	990
ES87398	Flow_Cytometry		EXP3727		FCM	16	990
ES87401	Flow_Cytometry		EXP3727		FCM	16	990
ES87408	Flow_Cytometry		EXP3727		FCM	16	990
ES87417	Flow_Cytometry		EXP3727		FCM	16	990
ES87425	Flow_Cytometry		EXP3727		FCM	16	990
ES87431	Flow_Cytometry		EXP3727		FCM	16	990
ES87432	Flow_Cytometry		EXP3727		FCM	16	990
