EXPSAMPLE_ACCESSION	DATA_FORMAT	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	RESULT_TOTAL_RECS	WORKSPACE_ID
ES97466	ELISA		EXP3728		ELISA	1	990
ES97473	ELISA		EXP3728		ELISA	1	990
ES97506	ELISA		EXP3728		ELISA	1	990
ES97507	ELISA		EXP3728		ELISA	1	990
ES97509	ELISA		EXP3728		ELISA	1	990
ES97516	ELISA		EXP3728		ELISA	1	990
ES97520	ELISA		EXP3728		ELISA	1	990
ES97521	ELISA		EXP3728		ELISA	1	990
ES97524	ELISA		EXP3728		ELISA	1	990
ES97536	ELISA		EXP3728		ELISA	1	990
ES97545	ELISA		EXP3728		ELISA	1	990
ES97558	ELISA		EXP3728		ELISA	1	990
ES97569	ELISA		EXP3728		ELISA	1	990
ES97586	ELISA		EXP3728		ELISA	1	990
ES97593	ELISA		EXP3728		ELISA	1	990
ES97599	ELISA		EXP3728		ELISA	1	990
ES97602	ELISA		EXP3728		ELISA	1	990
ES97606	ELISA		EXP3728		ELISA	1	990
ES97609	ELISA		EXP3728		ELISA	1	990
ES97628	ELISA		EXP3728		ELISA	1	990
ES97629	ELISA		EXP3728		ELISA	1	990
ES97646	ELISA		EXP3728		ELISA	1	990
ES97658	ELISA		EXP3728		ELISA	1	990
ES97662	ELISA		EXP3728		ELISA	1	990
ES97666	ELISA		EXP3728		ELISA	1	990
ES97678	ELISA		EXP3728		ELISA	1	990
ES97679	ELISA		EXP3728		ELISA	1	990
ES97682	ELISA		EXP3728		ELISA	1	990
ES97684	ELISA		EXP3728		ELISA	1	990
ES97700	ELISA		EXP3728		ELISA	1	990
ES97707	ELISA		EXP3728		ELISA	1	990
ES97713	ELISA		EXP3728		ELISA	1	990
ES97721	ELISA		EXP3728		ELISA	1	990
ES97727	ELISA		EXP3728		ELISA	1	990
ES97731	ELISA		EXP3728		ELISA	1	990
ES97732	ELISA		EXP3728		ELISA	1	990
ES97741	ELISA		EXP3728		ELISA	1	990
ES97751	ELISA		EXP3728		ELISA	1	990
ES97761	ELISA		EXP3728		ELISA	1	990
ES97770	ELISA		EXP3728		ELISA	1	990
ES97786	ELISA		EXP3728		ELISA	1	990
ES97795	ELISA		EXP3728		ELISA	1	990
ES97805	ELISA		EXP3728		ELISA	1	990
ES97808	ELISA		EXP3728		ELISA	1	990
ES97822	ELISA		EXP3728		ELISA	1	990
ES97823	ELISA		EXP3728		ELISA	1	990
ES97825	ELISA		EXP3728		ELISA	1	990
ES97830	ELISA		EXP3728		ELISA	1	990
ES97831	ELISA		EXP3728		ELISA	1	990
ES97851	ELISA		EXP3728		ELISA	1	990
ES97863	ELISA		EXP3728		ELISA	1	990
ES97868	ELISA		EXP3728		ELISA	1	990
ES97880	ELISA		EXP3728		ELISA	1	990
ES97888	ELISA		EXP3728		ELISA	1	990
ES97892	ELISA		EXP3728		ELISA	1	990
ES97894	ELISA		EXP3728		ELISA	1	990
ES97904	ELISA		EXP3728		ELISA	1	990
ES97916	ELISA		EXP3728		ELISA	1	990
ES97929	ELISA		EXP3728		ELISA	1	990
ES97930	ELISA		EXP3728		ELISA	1	990
ES97939	ELISA		EXP3728		ELISA	1	990
ES97952	ELISA		EXP3728		ELISA	1	990
ES97953	ELISA		EXP3728		ELISA	1	990
ES97959	ELISA		EXP3728		ELISA	1	990
ES97964	ELISA		EXP3728		ELISA	1	990
ES97973	ELISA		EXP3728		ELISA	1	990
ES97982	ELISA		EXP3728		ELISA	1	990
ES97985	ELISA		EXP3728		ELISA	1	990
ES97987	ELISA		EXP3728		ELISA	1	990
ES97991	ELISA		EXP3728		ELISA	1	990
ES97995	ELISA		EXP3728		ELISA	1	990
ES97996	ELISA		EXP3728		ELISA	1	990
ES97997	ELISA		EXP3728		ELISA	1	990
ES98006	ELISA		EXP3728		ELISA	1	990
ES98010	ELISA		EXP3728		ELISA	1	990
ES98014	ELISA		EXP3728		ELISA	1	990
ES98017	ELISA		EXP3728		ELISA	1	990
ES98021	ELISA		EXP3728		ELISA	1	990
ES98024	ELISA		EXP3728		ELISA	1	990
ES98038	ELISA		EXP3728		ELISA	1	990
ES98045	ELISA		EXP3728		ELISA	1	990
ES98074	ELISA		EXP3728		ELISA	1	990
ES98101	ELISA		EXP3728		ELISA	1	990
ES98102	ELISA		EXP3728		ELISA	1	990
ES98106	ELISA		EXP3728		ELISA	1	990
ES98121	ELISA		EXP3728		ELISA	1	990
ES98129	ELISA		EXP3728		ELISA	1	990
ES98139	ELISA		EXP3728		ELISA	1	990
ES98141	ELISA		EXP3728		ELISA	1	990
ES98146	ELISA		EXP3728		ELISA	1	990
ES98148	ELISA		EXP3728		ELISA	1	990
ES98150	ELISA		EXP3728		ELISA	1	990
ES98152	ELISA		EXP3728		ELISA	1	990
ES98164	ELISA		EXP3728		ELISA	1	990
ES98191	ELISA		EXP3728		ELISA	1	990
ES98196	ELISA		EXP3728		ELISA	1	990
ES98202	ELISA		EXP3728		ELISA	1	990
ES98203	ELISA		EXP3728		ELISA	1	990
ES98213	ELISA		EXP3728		ELISA	1	990
ES98216	ELISA		EXP3728		ELISA	1	990
ES98219	ELISA		EXP3728		ELISA	1	990
ES98223	ELISA		EXP3728		ELISA	1	990
ES98224	ELISA		EXP3728		ELISA	1	990
ES98227	ELISA		EXP3728		ELISA	1	990
ES98229	ELISA		EXP3728		ELISA	1	990
ES98230	ELISA		EXP3728		ELISA	1	990
ES98237	ELISA		EXP3728		ELISA	1	990
ES98238	ELISA		EXP3728		ELISA	1	990
ES98248	ELISA		EXP3728		ELISA	1	990
ES98258	ELISA		EXP3728		ELISA	1	990
ES98273	ELISA		EXP3728		ELISA	1	990
ES98278	ELISA		EXP3728		ELISA	1	990
ES98294	ELISA		EXP3728		ELISA	1	990
ES98298	ELISA		EXP3728		ELISA	1	990
ES98314	ELISA		EXP3728		ELISA	1	990
ES98326	ELISA		EXP3728		ELISA	1	990
ES98331	ELISA		EXP3728		ELISA	1	990
ES98343	ELISA		EXP3728		ELISA	1	990
ES98348	ELISA		EXP3728		ELISA	1	990
ES98349	ELISA		EXP3728		ELISA	1	990
ES98351	ELISA		EXP3728		ELISA	1	990
ES98353	ELISA		EXP3728		ELISA	1	990
ES98363	ELISA		EXP3728		ELISA	1	990
ES98365	ELISA		EXP3728		ELISA	1	990
ES98375	ELISA		EXP3728		ELISA	1	990
ES98382	ELISA		EXP3728		ELISA	1	990
ES98384	ELISA		EXP3728		ELISA	1	990
ES98390	ELISA		EXP3728		ELISA	1	990
ES98403	ELISA		EXP3728		ELISA	1	990
ES98410	ELISA		EXP3728		ELISA	1	990
ES98413	ELISA		EXP3728		ELISA	1	990
ES98418	ELISA		EXP3728		ELISA	1	990
ES98422	ELISA		EXP3728		ELISA	1	990
ES98425	ELISA		EXP3728		ELISA	1	990
ES98427	ELISA		EXP3728		ELISA	1	990
ES98430	ELISA		EXP3728		ELISA	1	990
ES98446	ELISA		EXP3728		ELISA	1	990
ES98449	ELISA		EXP3728		ELISA	1	990
ES98457	ELISA		EXP3728		ELISA	1	990
ES98464	ELISA		EXP3728		ELISA	1	990
ES98470	ELISA		EXP3728		ELISA	1	990
ES98471	ELISA		EXP3728		ELISA	1	990
ES98482	ELISA		EXP3728		ELISA	1	990
ES98496	ELISA		EXP3728		ELISA	1	990
ES98501	ELISA		EXP3728		ELISA	1	990
ES98502	ELISA		EXP3728		ELISA	1	990
ES98503	ELISA		EXP3728		ELISA	1	990
ES98514	ELISA		EXP3728		ELISA	1	990
ES98516	ELISA		EXP3728		ELISA	1	990
ES98520	ELISA		EXP3728		ELISA	1	990
ES98525	ELISA		EXP3728		ELISA	1	990
ES98532	ELISA		EXP3728		ELISA	1	990
ES98537	ELISA		EXP3728		ELISA	1	990
ES98548	ELISA		EXP3728		ELISA	1	990
ES98552	ELISA		EXP3728		ELISA	1	990
ES98554	ELISA		EXP3728		ELISA	1	990
ES98558	ELISA		EXP3728		ELISA	1	990
ES98564	ELISA		EXP3728		ELISA	1	990
ES98568	ELISA		EXP3728		ELISA	1	990
ES98574	ELISA		EXP3728		ELISA	1	990
ES98576	ELISA		EXP3728		ELISA	1	990
ES98590	ELISA		EXP3728		ELISA	1	990
ES98600	ELISA		EXP3728		ELISA	1	990
ES98619	ELISA		EXP3728		ELISA	1	990
ES98631	ELISA		EXP3728		ELISA	1	990
ES98634	ELISA		EXP3728		ELISA	1	990
ES98639	ELISA		EXP3728		ELISA	1	990
ES98676	ELISA		EXP3728		ELISA	1	990
ES98680	ELISA		EXP3728		ELISA	1	990
ES98706	ELISA		EXP3728		ELISA	1	990
ES98715	ELISA		EXP3728		ELISA	1	990
ES98719	ELISA		EXP3728		ELISA	1	990
ES98726	ELISA		EXP3728		ELISA	1	990
ES98739	ELISA		EXP3728		ELISA	1	990
ES98750	ELISA		EXP3728		ELISA	1	990
ES98752	ELISA		EXP3728		ELISA	1	990
ES98765	ELISA		EXP3728		ELISA	1	990
ES98768	ELISA		EXP3728		ELISA	1	990
ES98776	ELISA		EXP3728		ELISA	1	990
ES98797	ELISA		EXP3728		ELISA	1	990
ES98798	ELISA		EXP3728		ELISA	1	990
ES98801	ELISA		EXP3728		ELISA	1	990
ES98822	ELISA		EXP3728		ELISA	1	990
ES98831	ELISA		EXP3728		ELISA	1	990
ES98835	ELISA		EXP3728		ELISA	1	990
ES98838	ELISA		EXP3728		ELISA	1	990
ES98842	ELISA		EXP3728		ELISA	1	990
ES98848	ELISA		EXP3728		ELISA	1	990
ES98861	ELISA		EXP3728		ELISA	1	990
ES98863	ELISA		EXP3728		ELISA	1	990
ES98873	ELISA		EXP3728		ELISA	1	990
ES98884	ELISA		EXP3728		ELISA	1	990
ES98887	ELISA		EXP3728		ELISA	1	990
ES98901	ELISA		EXP3728		ELISA	1	990
ES98902	ELISA		EXP3728		ELISA	1	990
ES98903	ELISA		EXP3728		ELISA	1	990
ES98911	ELISA		EXP3728		ELISA	1	990
ES98912	ELISA		EXP3728		ELISA	1	990
ES98939	ELISA		EXP3728		ELISA	1	990
ES98954	ELISA		EXP3728		ELISA	1	990
ES98958	ELISA		EXP3728		ELISA	1	990
ES98973	ELISA		EXP3728		ELISA	1	990
ES98974	ELISA		EXP3728		ELISA	1	990
ES98982	ELISA		EXP3728		ELISA	1	990
ES99000	ELISA		EXP3728		ELISA	1	990
ES99008	ELISA		EXP3728		ELISA	1	990
ES99028	ELISA		EXP3728		ELISA	1	990
ES99031	ELISA		EXP3728		ELISA	1	990
ES99041	ELISA		EXP3728		ELISA	1	990
ES99044	ELISA		EXP3728		ELISA	1	990
ES99045	ELISA		EXP3728		ELISA	1	990
ES99061	ELISA		EXP3728		ELISA	1	990
ES99068	ELISA		EXP3728		ELISA	1	990
ES99075	ELISA		EXP3728		ELISA	1	990
ES99096	ELISA		EXP3728		ELISA	1	990
ES99099	ELISA		EXP3728		ELISA	1	990
ES99102	ELISA		EXP3728		ELISA	1	990
ES99103	ELISA		EXP3728		ELISA	1	990
ES99110	ELISA		EXP3728		ELISA	1	990
ES99132	ELISA		EXP3728		ELISA	1	990
ES99137	ELISA		EXP3728		ELISA	1	990
ES99139	ELISA		EXP3728		ELISA	1	990
ES99141	ELISA		EXP3728		ELISA	1	990
ES99143	ELISA		EXP3728		ELISA	1	990
ES99161	ELISA		EXP3728		ELISA	1	990
ES99164	ELISA		EXP3728		ELISA	1	990
ES99167	ELISA		EXP3728		ELISA	1	990
ES99180	ELISA		EXP3728		ELISA	1	990
ES99184	ELISA		EXP3728		ELISA	1	990
ES99189	ELISA		EXP3728		ELISA	1	990
ES99197	ELISA		EXP3728		ELISA	1	990
ES99202	ELISA		EXP3728		ELISA	1	990
ES99205	ELISA		EXP3728		ELISA	1	990
ES99210	ELISA		EXP3728		ELISA	1	990
ES99216	ELISA		EXP3728		ELISA	1	990
ES99221	ELISA		EXP3728		ELISA	1	990
ES99232	ELISA		EXP3728		ELISA	1	990
ES99233	ELISA		EXP3728		ELISA	1	990
ES99248	ELISA		EXP3728		ELISA	1	990
ES99253	ELISA		EXP3728		ELISA	1	990
ES99256	ELISA		EXP3728		ELISA	1	990
ES99257	ELISA		EXP3728		ELISA	1	990
ES99268	ELISA		EXP3728		ELISA	1	990
ES99269	ELISA		EXP3728		ELISA	1	990
ES99274	ELISA		EXP3728		ELISA	1	990
ES99276	ELISA		EXP3728		ELISA	1	990
ES99279	ELISA		EXP3728		ELISA	1	990
ES99282	ELISA		EXP3728		ELISA	1	990
ES99283	ELISA		EXP3728		ELISA	1	990
ES99284	ELISA		EXP3728		ELISA	1	990
ES99289	ELISA		EXP3728		ELISA	1	990
ES99301	ELISA		EXP3728		ELISA	1	990
ES99313	ELISA		EXP3728		ELISA	1	990
ES99316	ELISA		EXP3728		ELISA	1	990
ES99318	ELISA		EXP3728		ELISA	1	990
ES99323	ELISA		EXP3728		ELISA	1	990
ES99326	ELISA		EXP3728		ELISA	1	990
ES99353	ELISA		EXP3728		ELISA	1	990
ES99359	ELISA		EXP3728		ELISA	1	990
ES99362	ELISA		EXP3728		ELISA	1	990
ES99364	ELISA		EXP3728		ELISA	1	990
ES99370	ELISA		EXP3728		ELISA	1	990
ES99379	ELISA		EXP3728		ELISA	1	990
ES99383	ELISA		EXP3728		ELISA	1	990
ES99384	ELISA		EXP3728		ELISA	1	990
ES99385	ELISA		EXP3728		ELISA	1	990
ES99403	ELISA		EXP3728		ELISA	1	990
ES99409	ELISA		EXP3728		ELISA	1	990
ES99410	ELISA		EXP3728		ELISA	1	990
ES99414	ELISA		EXP3728		ELISA	1	990
ES99428	ELISA		EXP3728		ELISA	1	990
ES99432	ELISA		EXP3728		ELISA	1	990
ES99433	ELISA		EXP3728		ELISA	1	990
ES99434	ELISA		EXP3728		ELISA	1	990
ES99444	ELISA		EXP3728		ELISA	1	990
ES99448	ELISA		EXP3728		ELISA	1	990
ES99471	ELISA		EXP3728		ELISA	1	990
ES99488	ELISA		EXP3728		ELISA	1	990
ES99509	ELISA		EXP3728		ELISA	1	990
ES99515	ELISA		EXP3728		ELISA	1	990
ES99517	ELISA		EXP3728		ELISA	1	990
ES99521	ELISA		EXP3728		ELISA	1	990
ES99551	ELISA		EXP3728		ELISA	1	990
ES99554	ELISA		EXP3728		ELISA	1	990
ES99558	ELISA		EXP3728		ELISA	1	990
ES99560	ELISA		EXP3728		ELISA	1	990
ES99562	ELISA		EXP3728		ELISA	1	990
ES99589	ELISA		EXP3728		ELISA	1	990
ES99591	ELISA		EXP3728		ELISA	1	990
ES99592	ELISA		EXP3728		ELISA	1	990
ES99618	ELISA		EXP3728		ELISA	1	990
ES99621	ELISA		EXP3728		ELISA	1	990
ES99637	ELISA		EXP3728		ELISA	1	990
ES99650	ELISA		EXP3728		ELISA	1	990
ES99656	ELISA		EXP3728		ELISA	1	990
ES99668	ELISA		EXP3728		ELISA	1	990
ES99673	ELISA		EXP3728		ELISA	1	990
ES99684	ELISA		EXP3728		ELISA	1	990
ES99690	ELISA		EXP3728		ELISA	1	990
ES99696	ELISA		EXP3728		ELISA	1	990
ES99698	ELISA		EXP3728		ELISA	1	990
ES99727	ELISA		EXP3728		ELISA	1	990
ES99731	ELISA		EXP3728		ELISA	1	990
ES99735	ELISA		EXP3728		ELISA	1	990
ES99756	ELISA		EXP3728		ELISA	1	990
ES99764	ELISA		EXP3728		ELISA	1	990
ES99769	ELISA		EXP3728		ELISA	1	990
ES99793	ELISA		EXP3728		ELISA	1	990
ES99795	ELISA		EXP3728		ELISA	1	990
ES99796	ELISA		EXP3728		ELISA	1	990
ES99798	ELISA		EXP3728		ELISA	1	990
ES99800	ELISA		EXP3728		ELISA	1	990
ES99802	ELISA		EXP3728		ELISA	1	990
ES99814	ELISA		EXP3728		ELISA	1	990
ES99821	ELISA		EXP3728		ELISA	1	990
ES99826	ELISA		EXP3728		ELISA	1	990
ES99835	ELISA		EXP3728		ELISA	1	990
ES99844	ELISA		EXP3728		ELISA	1	990
ES99852	ELISA		EXP3728		ELISA	1	990
ES99853	ELISA		EXP3728		ELISA	1	990
ES99857	ELISA		EXP3728		ELISA	1	990
ES99861	ELISA		EXP3728		ELISA	1	990
ES99867	ELISA		EXP3728		ELISA	1	990
ES99874	ELISA		EXP3728		ELISA	1	990
ES99876	ELISA		EXP3728		ELISA	1	990
ES99879	ELISA		EXP3728		ELISA	1	990
ES99890	ELISA		EXP3728		ELISA	1	990
ES99892	ELISA		EXP3728		ELISA	1	990
ES99893	ELISA		EXP3728		ELISA	1	990
ES99898	ELISA		EXP3728		ELISA	1	990
ES99901	ELISA		EXP3728		ELISA	1	990
ES99922	ELISA		EXP3728		ELISA	1	990
ES99941	ELISA		EXP3728		ELISA	1	990
ES99952	ELISA		EXP3728		ELISA	1	990
ES99959	ELISA		EXP3728		ELISA	1	990
ES99964	ELISA		EXP3728		ELISA	1	990
ES99979	ELISA		EXP3728		ELISA	1	990
ES99993	ELISA		EXP3728		ELISA	1	990
ES99999	ELISA		EXP3728		ELISA	1	990
ES104662	Flow_Cytometry		EXP3727		FCM	16	990
ES104669	Flow_Cytometry		EXP3727		FCM	16	990
ES104679	Flow_Cytometry		EXP3727		FCM	16	990
ES104682	Flow_Cytometry		EXP3727		FCM	5	990
ES104683	Flow_Cytometry		EXP3727		FCM	16	990
ES104693	Flow_Cytometry		EXP3727		FCM	16	990
ES104695	Flow_Cytometry		EXP3727		FCM	16	990
ES104697	Flow_Cytometry		EXP3727		FCM	16	990
ES104698	Flow_Cytometry		EXP3727		FCM	16	990
ES82266	Flow_Cytometry		EXP3727		FCM	16	990
ES82273	Flow_Cytometry		EXP3727		FCM	16	990
ES82277	Flow_Cytometry		EXP3727		FCM	32	990
ES82279	Flow_Cytometry		EXP3727		FCM	32	990
ES82280	Flow_Cytometry		EXP3727		FCM	16	990
ES82292	Flow_Cytometry		EXP3727		FCM	16	990
ES100005	ELISA		EXP3728		ELISA	1	990
ES100034	ELISA		EXP3728		ELISA	1	990
ES100036	ELISA		EXP3728		ELISA	1	990
ES100049	ELISA		EXP3728		ELISA	1	990
ES100055	ELISA		EXP3728		ELISA	1	990
ES100070	ELISA		EXP3728		ELISA	1	990
ES100095	ELISA		EXP3728		ELISA	1	990
ES100098	ELISA		EXP3728		ELISA	1	990
ES100102	ELISA		EXP3728		ELISA	1	990
ES100104	ELISA		EXP3728		ELISA	1	990
ES100117	ELISA		EXP3728		ELISA	1	990
ES100120	ELISA		EXP3728		ELISA	1	990
ES100129	ELISA		EXP3728		ELISA	1	990
ES100140	ELISA		EXP3728		ELISA	1	990
ES100147	ELISA		EXP3728		ELISA	1	990
ES100148	ELISA		EXP3728		ELISA	1	990
ES100152	ELISA		EXP3728		ELISA	1	990
ES100167	ELISA		EXP3728		ELISA	1	990
ES100192	ELISA		EXP3728		ELISA	1	990
ES100193	ELISA		EXP3728		ELISA	1	990
ES100202	ELISA		EXP3728		ELISA	1	990
ES100203	ELISA		EXP3728		ELISA	1	990
ES100213	ELISA		EXP3728		ELISA	1	990
ES100215	ELISA		EXP3728		ELISA	1	990
ES100216	ELISA		EXP3728		ELISA	1	990
ES100223	ELISA		EXP3728		ELISA	1	990
ES100227	ELISA		EXP3728		ELISA	1	990
ES100229	ELISA		EXP3728		ELISA	1	990
ES100235	ELISA		EXP3728		ELISA	1	990
ES100262	ELISA		EXP3728		ELISA	1	990
ES100268	ELISA		EXP3728		ELISA	1	990
ES100274	ELISA		EXP3728		ELISA	1	990
ES100289	ELISA		EXP3728		ELISA	1	990
ES100302	ELISA		EXP3728		ELISA	1	990
ES100308	ELISA		EXP3728		ELISA	1	990
ES100319	ELISA		EXP3728		ELISA	1	990
ES100320	ELISA		EXP3728		ELISA	1	990
ES100324	ELISA		EXP3728		ELISA	1	990
ES100332	ELISA		EXP3728		ELISA	1	990
ES100339	ELISA		EXP3728		ELISA	1	990
ES100382	ELISA		EXP3728		ELISA	1	990
ES100402	ELISA		EXP3728		ELISA	1	990
ES100403	ELISA		EXP3728		ELISA	1	990
ES100404	ELISA		EXP3728		ELISA	1	990
ES100408	ELISA		EXP3728		ELISA	1	990
ES100418	ELISA		EXP3728		ELISA	1	990
ES100421	ELISA		EXP3728		ELISA	1	990
ES100426	ELISA		EXP3728		ELISA	1	990
ES100464	ELISA		EXP3728		ELISA	1	990
ES100468	ELISA		EXP3728		ELISA	1	990
ES100490	ELISA		EXP3728		ELISA	1	990
ES100491	ELISA		EXP3728		ELISA	1	990
ES100494	ELISA		EXP3728		ELISA	1	990
ES100496	ELISA		EXP3728		ELISA	1	990
ES100498	ELISA		EXP3728		ELISA	1	990
ES100506	ELISA		EXP3728		ELISA	1	990
ES100509	ELISA		EXP3728		ELISA	1	990
ES100518	ELISA		EXP3728		ELISA	1	990
ES100523	ELISA		EXP3728		ELISA	1	990
ES100539	ELISA		EXP3728		ELISA	1	990
ES100546	ELISA		EXP3728		ELISA	1	990
ES100553	ELISA		EXP3728		ELISA	1	990
ES100559	ELISA		EXP3728		ELISA	1	990
ES100563	ELISA		EXP3728		ELISA	1	990
ES100575	ELISA		EXP3728		ELISA	1	990
ES100582	ELISA		EXP3728		ELISA	1	990
ES100583	ELISA		EXP3728		ELISA	1	990
ES100584	ELISA		EXP3728		ELISA	1	990
ES100591	ELISA		EXP3728		ELISA	1	990
ES100592	ELISA		EXP3728		ELISA	1	990
ES100599	ELISA		EXP3728		ELISA	1	990
ES100601	ELISA		EXP3728		ELISA	1	990
ES100603	ELISA		EXP3728		ELISA	1	990
ES100605	ELISA		EXP3728		ELISA	1	990
ES100609	ELISA		EXP3728		ELISA	1	990
ES100610	ELISA		EXP3728		ELISA	1	990
ES100647	ELISA		EXP3728		ELISA	1	990
ES100665	ELISA		EXP3728		ELISA	1	990
ES100670	ELISA		EXP3728		ELISA	1	990
ES100671	ELISA		EXP3728		ELISA	1	990
ES100678	ELISA		EXP3728		ELISA	1	990
ES100693	ELISA		EXP3728		ELISA	1	990
ES100694	ELISA		EXP3728		ELISA	1	990
ES100705	ELISA		EXP3728		ELISA	1	990
ES100707	ELISA		EXP3728		ELISA	1	990
ES100709	ELISA		EXP3728		ELISA	1	990
ES100730	ELISA		EXP3728		ELISA	1	990
ES100739	ELISA		EXP3728		ELISA	1	990
ES100763	ELISA		EXP3728		ELISA	1	990
ES100768	ELISA		EXP3728		ELISA	1	990
ES100778	ELISA		EXP3728		ELISA	1	990
ES100787	ELISA		EXP3728		ELISA	1	990
ES100792	ELISA		EXP3728		ELISA	1	990
ES100811	ELISA		EXP3728		ELISA	1	990
ES100813	ELISA		EXP3728		ELISA	1	990
ES100821	ELISA		EXP3728		ELISA	1	990
ES100823	ELISA		EXP3728		ELISA	1	990
ES100832	ELISA		EXP3728		ELISA	1	990
ES100833	ELISA		EXP3728		ELISA	1	990
ES100844	ELISA		EXP3728		ELISA	1	990
ES100849	ELISA		EXP3728		ELISA	1	990
ES100851	ELISA		EXP3728		ELISA	1	990
ES100856	ELISA		EXP3728		ELISA	1	990
ES100861	ELISA		EXP3728		ELISA	1	990
ES103440	Flow_Cytometry		EXP3727		FCM	32	990
ES103446	Flow_Cytometry		EXP3727		FCM	5	990
ES103450	Flow_Cytometry		EXP3727		FCM	32	990
ES103454	Flow_Cytometry		EXP3727		FCM	16	990
ES103460	Flow_Cytometry		EXP3727		FCM	32	990
ES103461	Flow_Cytometry		EXP3727		FCM	16	990
ES103463	Flow_Cytometry		EXP3727		FCM	16	990
ES103465	Flow_Cytometry		EXP3727		FCM	16	990
ES103466	Flow_Cytometry		EXP3727		FCM	16	990
ES103468	Flow_Cytometry		EXP3727		FCM	32	990
ES103485	Flow_Cytometry		EXP3727		FCM	32	990
ES103486	Flow_Cytometry		EXP3727		FCM	32	990
ES103495	Flow_Cytometry		EXP3727		FCM	32	990
ES103497	Flow_Cytometry		EXP3727		FCM	16	990
ES103516	Flow_Cytometry		EXP3727		FCM	16	990
ES103521	Flow_Cytometry		EXP3727		FCM	32	990
ES103527	Flow_Cytometry		EXP3727		FCM	5	990
ES103542	Flow_Cytometry		EXP3727		FCM	16	990
ES103547	Flow_Cytometry		EXP3727		FCM	16	990
ES103553	Flow_Cytometry		EXP3727		FCM	16	990
ES103579	Flow_Cytometry		EXP3727		FCM	16	990
ES103611	Flow_Cytometry		EXP3727		FCM	32	990
ES103623	Flow_Cytometry		EXP3727		FCM	16	990
ES103625	Flow_Cytometry		EXP3727		FCM	16	990
ES103626	Flow_Cytometry		EXP3727		FCM	5	990
ES103628	Flow_Cytometry		EXP3727		FCM	16	990
ES103663	Flow_Cytometry		EXP3727		FCM	16	990
ES103667	Flow_Cytometry		EXP3727		FCM	32	990
ES103668	Flow_Cytometry		EXP3727		FCM	16	990
ES103669	Flow_Cytometry		EXP3727		FCM	16	990
ES103690	Flow_Cytometry		EXP3727		FCM	16	990
ES103698	Flow_Cytometry		EXP3727		FCM	5	990
ES103707	Flow_Cytometry		EXP3727		FCM	5	990
ES103723	Flow_Cytometry		EXP3727		FCM	16	990
ES103733	Flow_Cytometry		EXP3727		FCM	16	990
ES103734	Flow_Cytometry		EXP3727		FCM	5	990
ES103735	Flow_Cytometry		EXP3727		FCM	16	990
ES103747	Flow_Cytometry		EXP3727		FCM	32	990
ES103751	Flow_Cytometry		EXP3727		FCM	16	990
ES103758	Flow_Cytometry		EXP3727		FCM	16	990
ES103773	Flow_Cytometry		EXP3727		FCM	32	990
ES103791	Flow_Cytometry		EXP3727		FCM	32	990
ES103809	Flow_Cytometry		EXP3727		FCM	32	990
ES103822	Flow_Cytometry		EXP3727		FCM	5	990
ES103842	Flow_Cytometry		EXP3727		FCM	32	990
ES103854	Flow_Cytometry		EXP3727		FCM	16	990
ES103855	Flow_Cytometry		EXP3727		FCM	16	990
ES103863	Flow_Cytometry		EXP3727		FCM	16	990
ES103873	Flow_Cytometry		EXP3727		FCM	16	990
ES103874	Flow_Cytometry		EXP3727		FCM	16	990
ES103896	Flow_Cytometry		EXP3727		FCM	32	990
ES103921	Flow_Cytometry		EXP3727		FCM	16	990
ES103924	Flow_Cytometry		EXP3727		FCM	32	990
ES103930	Flow_Cytometry		EXP3727		FCM	16	990
ES103931	Flow_Cytometry		EXP3727		FCM	16	990
ES103944	Flow_Cytometry		EXP3727		FCM	16	990
ES103949	Flow_Cytometry		EXP3727		FCM	16	990
ES103958	Flow_Cytometry		EXP3727		FCM	16	990
ES103960	Flow_Cytometry		EXP3727		FCM	32	990
ES103963	Flow_Cytometry		EXP3727		FCM	16	990
ES103981	Flow_Cytometry		EXP3727		FCM	16	990
ES103983	Flow_Cytometry		EXP3727		FCM	16	990
ES103984	Flow_Cytometry		EXP3727		FCM	16	990
ES103986	Flow_Cytometry		EXP3727		FCM	32	990
ES103987	Flow_Cytometry		EXP3727		FCM	32	990
ES103999	Flow_Cytometry		EXP3727		FCM	16	990
ES104006	Flow_Cytometry		EXP3727		FCM	16	990
ES104008	Flow_Cytometry		EXP3727		FCM	16	990
ES104027	Flow_Cytometry		EXP3727		FCM	5	990
ES104032	Flow_Cytometry		EXP3727		FCM	16	990
ES104036	Flow_Cytometry		EXP3727		FCM	5	990
ES104049	Flow_Cytometry		EXP3727		FCM	16	990
ES104050	Flow_Cytometry		EXP3727		FCM	16	990
ES104058	Flow_Cytometry		EXP3727		FCM	16	990
ES104069	Flow_Cytometry		EXP3727		FCM	16	990
ES104073	Flow_Cytometry		EXP3727		FCM	16	990
ES104074	Flow_Cytometry		EXP3727		FCM	16	990
ES104094	Flow_Cytometry		EXP3727		FCM	16	990
ES104109	Flow_Cytometry		EXP3727		FCM	16	990
ES104124	Flow_Cytometry		EXP3727		FCM	16	990
ES104138	Flow_Cytometry		EXP3727		FCM	16	990
ES104142	Flow_Cytometry		EXP3727		FCM	16	990
