FCS_HEADER_ID	EXPERIMENT_ACCESSION	EXPSAMPLE_ACCESSION	FILE_INFO_ID	FCS_FILENAME	FCS_VERSION	COMPENSATION_FLAG	PANEL_REPORTED	PANEL_PREFERRED	NUMBER_OF_EVENTS	MINIMUM_INTENSITY	MAXIMUM_INTENSITY	NUMBER_OF_MARKERS	FCS_HEADER_TEXT
78860	EXP3727	ES83731	58434	07043111.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
93925	EXP3727	ES83738	58466	07043161.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
99992	EXP3727	ES83739	58462	07043161.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
128244	EXP3727	ES83740	58464	07043161.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
129500	EXP3727	ES83747	58358	07023221.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		15420	0	1023	6	
99166	EXP3727	ES83748	58354	07023221.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
131146	EXP3727	ES83749	58356	07023221.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
87632	EXP3727	ES83755	58448	07043131.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
104778	EXP3727	ES83756	58444	07043131.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
127860	EXP3727	ES83757	58446	07043131.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
90850	EXP3727	ES83764	58460	07043151.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
92012	EXP3727	ES83765	58456	07043151.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
136500	EXP3727	ES83766	58458	07043151.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
114868	EXP3727	ES83773	58412	07033251.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
89137	EXP3727	ES83774	58408	07033251.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
140833	EXP3727	ES83775	58410	07033251.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
97937	EXP3727	ES83782	58424	07033271.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
116495	EXP3727	ES83783	58420	07033271.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
146468	EXP3727	ES83784	58422	07033271.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
149477	EXP3727	ES83789	59472	07143281.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
137639	EXP3727	ES83790	59468	07143281.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
115119	EXP3727	ES83791	59474	07143281.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
140965	EXP3727	ES83792	59464	07143281.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
134478	EXP3727	ES83793	59470	07143281.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		6615	0	1023	6	
104230	EXP3727	ES83794	59466	07143281.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
132208	EXP3727	ES83795	59480	07143282.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		137700	0	1023	6	
115148	EXP3727	ES83796	59476	07143281.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
80749	EXP3727	ES83797	59478	07143281.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
81359	EXP3727	ES83800	58472	07043171.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
95774	EXP3727	ES83801	58468	07043171.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
82322	EXP3727	ES83802	58470	07043171.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
97152	EXP3727	ES83809	58334	07023141.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
122415	EXP3727	ES83810	58330	07023141.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
122283	EXP3727	ES83811	58332	07023141.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
132998	EXP3727	ES83818	58376	07033171.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
120999	EXP3727	ES83819	58372	07033171.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
133511	EXP3727	ES83820	58374	07033171.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
102839	EXP3727	ES83827	58430	07033281.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		16470	0	1023	6	
105410	EXP3727	ES83828	58426	07033281.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
132655	EXP3727	ES83829	58428	07033281.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
89204	EXP3727	ES83836	58364	07033151.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		17985	0	1023	6	
129880	EXP3727	ES83837	58360	07033151.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
148767	EXP3727	ES83838	58362	07033151.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		18630	0	1023	6	
104319	EXP3727	ES83845	58298	06263091.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
119488	EXP3727	ES83846	58294	06263091.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
119055	EXP3727	ES83847	58296	06263091.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
88769	EXP3727	ES83854	58454	07043141.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
126580	EXP3727	ES83855	58450	07043141.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
136596	EXP3727	ES83856	58452	07043141.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
91385	EXP3727	ES83863	58388	07033211.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		0	99999	-99999	6	
151583	EXP3727	ES83864	58384	07033211.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
115023	EXP3727	ES83865	58386	07033211.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
132427	EXP3727	ES83872	58518	07093231.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
105904	EXP3727	ES83873	58514	07093231.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
116868	EXP3727	ES83874	58516	07093231.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
111064	EXP3727	ES83881	58394	07033221.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
100961	EXP3727	ES83882	58390	07033221.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
95790	EXP3727	ES83883	58392	07033221.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		12960	0	1023	6	
92767	EXP3727	ES83890	58310	06273041.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
84881	EXP3727	ES83891	58306	06273041.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
124298	EXP3727	ES83892	58308	06273041.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
88823	EXP3727	ES83899	58484	07043191.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
79016	EXP3727	ES83900	58480	07043191.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
122531	EXP3727	ES83901	58482	07043191.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
105582	EXP3727	ES83908	58322	06303131.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
92235	EXP3727	ES83909	58318	06303131.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
117021	EXP3727	ES83910	58320	06303131.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
119243	EXP3727	ES83917	58442	07043121.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
133123	EXP3727	ES83918	58438	07043121.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
110270	EXP3727	ES83919	58440	07043121.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
81601	EXP3727	ES83926	58304	06263101.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
141090	EXP3727	ES83927	58300	06263101.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
124989	EXP3727	ES83928	58302	06263101.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
150704	EXP3727	ES83935	58328	07023131.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
111583	EXP3727	ES83936	58324	07023131.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
79807	EXP3727	ES83937	58326	07023131.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
94641	EXP3727	ES83941	59454	07143271.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
120272	EXP3727	ES83942	59450	07143271.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
146788	EXP3727	ES83943	59456	07143271.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
88050	EXP3727	ES83944	59446	07143271.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
95349	EXP3727	ES83945	59452	07143271.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
134469	EXP3727	ES83946	59448	07143271.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
123603	EXP3727	ES83947	59462	07143272.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		138780	0	1023	6	
121202	EXP3727	ES83948	59458	07143271.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
144317	EXP3727	ES83949	59460	07143271.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
140103	EXP3727	ES83952	58406	07033241.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
104116	EXP3727	ES83953	58402	07033241.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
121236	EXP3727	ES83954	58404	07033241.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
149006	EXP3727	ES83961	58352	07023211.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
108188	EXP3727	ES83962	58348	07023211.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
123334	EXP3727	ES83963	58350	07023211.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
94538	EXP3727	ES83970	58478	07043181.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
97577	EXP3727	ES83971	58474	07043181.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
133875	EXP3727	ES83972	58476	07043181.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
106507	EXP3727	ES83979	58400	07033231.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		14970	0	1023	6	
97976	EXP3727	ES83980	58396	07033231.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		13200	0	1023	6	
87766	EXP3727	ES83981	58398	07033231.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		16380	0	1023	6	
105560	EXP3727	ES83986	58630	07113071.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
78592	EXP3727	ES83987	58626	07113071.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
81031	EXP3727	ES83988	58632	07113071.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
144281	EXP3727	ES83989	58622	07113071.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
112132	EXP3727	ES83990	58628	07113071.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
94570	EXP3727	ES83991	58624	07113071.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
151262	EXP3727	ES83992	58638	07113072.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		101100	0	1023	6	
116329	EXP3727	ES83993	58634	07113071.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
99206	EXP3727	ES83994	58636	07113071.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
131152	EXP3727	ES83997	58524	07093241.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
89717	EXP3727	ES83998	58520	07093241.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
147006	EXP3727	ES83999	58522	07093241.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
116196	EXP3727	ES84006	58602	07103241.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
119983	EXP3727	ES84007	58598	07103241.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
110735	EXP3727	ES84008	58600	07103241.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
118709	EXP3727	ES84015	58346	07023201.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
116235	EXP3727	ES84016	58342	07023201.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
104293	EXP3727	ES84017	58344	07023201.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
115183	EXP3727	ES84022	59586	07143361.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
98091	EXP3727	ES84023	59582	07143361.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
85657	EXP3727	ES84024	59588	07143361.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
146257	EXP3727	ES84025	59578	07143361.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
126363	EXP3727	ES84026	59584	07143361.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
78515	EXP3727	ES84027	59580	07143361.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
110854	EXP3727	ES84028	59594	07143362.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		200000	0	1023	6	
130079	EXP3727	ES84029	59590	07143361.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
131012	EXP3727	ES84030	59592	07143361.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
99808	EXP3727	ES84031	58712	07113111.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
89296	EXP3727	ES84032	58708	07113111.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
87763	EXP3727	ES84033	58714	07113111.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
95339	EXP3727	ES84034	58704	07113111.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
147887	EXP3727	ES84035	58710	07113111.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
131943	EXP3727	ES84036	58706	07113111.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
103231	EXP3727	ES84037	58720	07113112.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		158955	0	1023	6	
151242	EXP3727	ES84038	58716	07113111.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
148114	EXP3727	ES84039	58718	07113111.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
117494	EXP3727	ES84040	59880	07143621.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
93287	EXP3727	ES84041	59876	07143621.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
104403	EXP3727	ES84042	59882	07143621.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
89007	EXP3727	ES84043	59872	07143621.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		11565	0	1023	6	
96546	EXP3727	ES84044	59878	07143621.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
103604	EXP3727	ES84045	59874	07143621.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		14970	0	1023	6	
117827	EXP3727	ES84046	59888	07143622.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		91965	0	1023	6	
93210	EXP3727	ES84047	59884	07143621.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
111700	EXP3727	ES84048	59886	07143621.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		17850	0	1023	6	
78339	EXP3727	ES84049	58802	07113161.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
103648	EXP3727	ES84050	58798	07113161.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
123880	EXP3727	ES84051	58804	07113161.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
108974	EXP3727	ES84052	58794	07113161.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
135572	EXP3727	ES84053	58800	07113161.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
106823	EXP3727	ES84054	58796	07113161.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
135108	EXP3727	ES84055	58810	07113162.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		138060	0	1023	6	
113546	EXP3727	ES84056	58806	07113161.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
83888	EXP3727	ES84057	58808	07113161.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
147301	EXP3727	ES84060	58530	07093251.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
78686	EXP3727	ES84061	58526	07093251.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
139280	EXP3727	ES84062	58528	07093251.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
150609	EXP3727	ES84069	58566	07103181.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
123017	EXP3727	ES84070	58562	07103181.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
106766	EXP3727	ES84071	58564	07103181.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
136576	EXP3727	ES84076	59508	07143301.005.fcs	1	N	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19		20000	0	1023	6	
115104	EXP3727	ES84077	59504	07143301.003.fcs	1	N	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4		20000	0	1023	6	
78455	EXP3727	ES84078	59510	07143301.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
111215	EXP3727	ES84079	59500	07143301.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
139141	EXP3727	ES84080	59506	07143301.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
117681	EXP3727	ES84081	59502	07143301.002.fcs	1	N	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5		20000	0	1023	6	
147403	EXP3727	ES84082	59516	07143302.001.fcs	1	N	Forward Scatter|Side Scatter|FITC CD56|PE CD123|PP CD3 14 19|APC CD11C		172320	0	1023	6	
100112	EXP3727	ES84083	59512	07143301.007.fcs	1	N	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5		20000	0	1023	6	
116921	EXP3727	ES84084	59514	07143301.008.fcs	1	N	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4		20000	0	1023	6	
118075	EXP3727	ES84086	58614	07103261.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
116374	EXP3727	ES84087	58610	07103261.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
84806	EXP3727	ES84088	58612	07103261.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
145596	EXP3727	ES84094	58542	07093271.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
114054	EXP3727	ES84095	58538	07093271.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
101919	EXP3727	ES84096	58540	07093271.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
89976	EXP3727	ES84103	58572	07103191.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
121730	EXP3727	ES84104	58568	07103191.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
108722	EXP3727	ES84105	58570	07103191.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
106665	EXP3727	ES84112	58382	07033201.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
109617	EXP3727	ES84113	58378	07033201.001.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA		20000	0	1023	6	
132739	EXP3727	ES84114	58380	07033201.004.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO		20000	0	1023	6	
96503	EXP3727	ES84121	58590	07103221.006.fcs	1	N	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161		20000	0	1023	6	
