BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION
BS120597	ES88014	EXP3727
BS120599	ES88026	EXP3727
BS120599	ES88025	EXP3727
BS120600	ES88042	EXP3727
BS120601	ES88044	EXP3727
BS120602	ES88060	EXP3727
BS120602	ES88058	EXP3727
BS120605	ES88084	EXP3727
BS120606	ES88091	EXP3727
BS120606	ES88088	EXP3727
BS120609	ES88116	EXP3727
BS120610	ES88130	EXP3727
BS120611	ES88140	EXP3727
BS120611	ES88134	EXP3727
BS120612	ES88147	EXP3727
BS120612	ES88145	EXP3727
BS120613	ES88154	EXP3727
BS120614	ES88164	EXP3727
BS120615	ES88170	EXP3727
BS120616	ES88185	EXP3727
BS120617	ES88187	EXP3727
BS120619	ES88208	EXP3727
BS120620	ES88214	EXP3727
BS120622	ES88239	EXP3727
BS120622	ES88233	EXP3727
BS120624	ES88255	EXP3727
BS120624	ES88252	EXP3727
BS120624	ES88251	EXP3727
BS120624	ES88249	EXP3727
BS120626	ES88271	EXP3727
BS120626	ES88269	EXP3727
BS120627	ES88277	EXP3727
BS120628	ES88293	EXP3727
BS120628	ES88292	EXP3727
BS120629	ES88299	EXP3727
BS120629	ES88297	EXP3727
BS120630	ES88311	EXP3727
BS120632	ES88330	EXP3727
BS120634	ES88352	EXP3727
BS120634	ES88349	EXP3727
BS120636	ES88369	EXP3727
BS120638	ES88387	EXP3727
BS120638	ES88383	EXP3727
BS120639	ES88397	EXP3727
BS120639	ES88395	EXP3727
BS120640	ES88405	EXP3727
BS120640	ES88402	EXP3727
BS120641	ES88414	EXP3727
BS120642	ES88425	EXP3727
BS120642	ES88424	EXP3727
BS120643	ES88428	EXP3727
BS120644	ES88444	EXP3727
BS120644	ES88441	EXP3727
BS120644	ES88440	EXP3727
BS120644	ES88439	EXP3727
BS120645	ES88453	EXP3727
BS120645	ES88451	EXP3727
BS120646	ES88459	EXP3727
BS120647	ES88463	EXP3727
BS120648	ES88475	EXP3727
BS120648	ES88472	EXP3727
BS120649	ES88482	EXP3727
BS120650	ES88494	EXP3727
BS120650	ES88493	EXP3727
BS120651	ES88505	EXP3727
BS120651	ES88503	EXP3727
BS120651	ES88502	EXP3727
BS120652	ES88515	EXP3727
BS120652	ES88509	EXP3727
BS120655	ES88540	EXP3727
BS120656	ES88548	EXP3727
BS120656	ES88547	EXP3727
BS120660	ES88584	EXP3727
BS120662	ES88605	EXP3727
BS120664	ES88623	EXP3727
BS120664	ES88622	EXP3727
BS120665	ES88629	EXP3727
BS120666	ES88642	EXP3727
BS120666	ES88641	EXP3727
BS120666	ES88640	EXP3727
BS120667	ES88645	EXP3727
BS120668	ES88657	EXP3727
BS120668	ES88652	EXP3727
BS120669	ES88668	EXP3727
BS120670	ES88677	EXP3727
BS120670	ES88673	EXP3727
BS120671	ES88682	EXP3727
BS120671	ES88681	EXP3727
BS120672	ES88689	EXP3727
BS120676	ES88732	EXP3727
BS120676	ES88728	EXP3727
BS120677	ES88735	EXP3727
BS120678	ES88750	EXP3727
BS120678	ES88742	EXP3727
BS120679	ES88752	EXP3727
BS120680	ES88766	EXP3727
BS120681	ES88772	EXP3727
BS120681	ES88771	EXP3727
BS120681	ES88770	EXP3727
BS120682	ES88786	EXP3727
BS120682	ES88785	EXP3727
BS120682	ES88778	EXP3727
BS120683	ES88792	EXP3727
BS120683	ES88791	EXP3727
BS120684	ES88801	EXP3727
BS120686	ES88817	EXP3727
BS120687	ES88827	EXP3727
BS120687	ES88825	EXP3727
BS120687	ES88823	EXP3727
BS120688	ES88833	EXP3727
BS120689	ES88842	EXP3727
BS120693	ES88881	EXP3727
BS120693	ES88880	EXP3727
BS120694	ES88893	EXP3727
BS120695	ES88902	EXP3727
BS120696	ES88904	EXP3727
BS120697	ES88918	EXP3727
BS120697	ES88915	EXP3727
BS120698	ES88923	EXP3727
BS120699	ES88931	EXP3727
BS120700	ES88945	EXP3727
BS120700	ES88943	EXP3727
BS120700	ES88942	EXP3727
BS120700	ES88941	EXP3727
BS120701	ES88951	EXP3727
BS120702	ES88960	EXP3727
BS120702	ES88959	EXP3727
BS120706	ES88999	EXP3727
BS120707	ES89010	EXP3727
BS120708	ES89019	EXP3727
BS120709	ES89025	EXP3727
BS120710	ES89036	EXP3727
BS120711	ES89043	EXP3727
BS120711	ES89042	EXP3727
BS120712	ES89054	EXP3727
BS120712	ES89053	EXP3727
BS120712	ES89050	EXP3727
BS120713	ES89057	EXP3727
BS120714	ES89074	EXP3727
BS120714	ES89067	EXP3727
BS120714	ES89066	EXP3727
BS120717	ES89095	EXP3727
BS120718	ES89106	EXP3727
BS120722	ES89144	EXP3727
BS120722	ES89140	EXP3727
BS120722	ES89137	EXP3727
BS120725	ES89170	EXP3727
BS120725	ES89167	EXP3727
BS120727	ES89186	EXP3727
BS120727	ES89185	EXP3727
BS120728	ES89198	EXP3727
BS120728	ES89196	EXP3727
BS120728	ES89194	EXP3727
BS120729	ES89203	EXP3727
BS120731	ES89221	EXP3727
BS120731	ES89218	EXP3727
BS120733	ES89241	EXP3727
BS120733	ES89238	EXP3727
BS120734	ES89247	EXP3727
BS120735	ES89260	EXP3727
BS120735	ES89257	EXP3727
BS120736	ES89270	EXP3727
BS120736	ES89266	EXP3727
BS120738	ES89283	EXP3727
BS120739	ES89295	EXP3727
BS120741	ES89313	EXP3727
BS120741	ES89309	EXP3727
BS120742	ES89323	EXP3727
BS120742	ES89319	EXP3727
BS120743	ES89332	EXP3727
BS120744	ES89341	EXP3727
BS120744	ES89339	EXP3727
BS120746	ES89361	EXP3727
BS120746	ES89354	EXP3727
BS120748	ES89372	EXP3727
BS120748	ES89371	EXP3727
BS120749	ES89382	EXP3727
BS120750	ES89389	EXP3727
BS120751	ES89401	EXP3727
BS120752	ES89410	EXP3727
BS120753	ES89421	EXP3727
BS120755	ES89434	EXP3727
BS120755	ES89433	EXP3727
BS120756	ES89445	EXP3727
BS120756	ES89442	EXP3727
BS120758	ES89467	EXP3727
BS120758	ES89466	EXP3727
BS120760	ES89477	EXP3727
BS120761	ES89494	EXP3727
BS120761	ES89489	EXP3727
BS120763	ES89504	EXP3727
BS120764	ES89519	EXP3727
BS120764	ES89518	EXP3727
BS120765	ES89523	EXP3727
BS120766	ES89538	EXP3727
BS120768	ES89552	EXP3727
BS120768	ES89550	EXP3727
BS120769	ES89558	EXP3727
BS120771	ES89584	EXP3727
BS120771	ES89583	EXP3727
BS120771	ES89576	EXP3727
BS120772	ES89593	EXP3727
BS120772	ES89588	EXP3727
BS120773	ES89595	EXP3727
BS120775	ES89618	EXP3727
BS120775	ES89613	EXP3727
BS120776	ES89624	EXP3727
BS120777	ES89637	EXP3727
BS120777	ES89632	EXP3727
BS120778	ES89647	EXP3727
BS120778	ES89645	EXP3727
BS120779	ES89656	EXP3727
BS120779	ES89649	EXP3727
BS120779	ES89648	EXP3727
BS120780	ES89664	EXP3727
BS120780	ES89658	EXP3727
BS120781	ES89669	EXP3727
BS120782	ES89676	EXP3727
BS120784	ES89698	EXP3727
BS120784	ES89694	EXP3727
BS120785	ES89707	EXP3727
BS120785	ES89706	EXP3727
BS120785	ES89705	EXP3727
BS120786	ES89713	EXP3727
BS120787	ES89727	EXP3727
BS120789	ES89741	EXP3727
BS120790	ES89755	EXP3727
BS120790	ES89750	EXP3727
BS120791	ES89764	EXP3727
BS120791	ES89762	EXP3727
BS120791	ES89760	EXP3727
BS120793	ES89775	EXP3727
BS120794	ES89785	EXP3727
BS120794	ES89783	EXP3727
BS120795	ES89799	EXP3727
BS120795	ES89795	EXP3727
BS120797	ES89816	EXP3727
BS120798	ES89825	EXP3727
BS120798	ES89820	EXP3727
BS120798	ES89819	EXP3727
BS120803	ES89872	EXP3727
BS120805	ES89889	EXP3727
BS120805	ES89882	EXP3727
BS120806	ES89893	EXP3727
BS120807	ES89904	EXP3727
BS120808	ES89911	EXP3727
BS120809	ES89922	EXP3727
BS120811	ES89938	EXP3727
BS120811	ES89936	EXP3727
BS120813	ES89955	EXP3727
BS120814	ES89971	EXP3727
BS120814	ES89969	EXP3727
BS120817	ES89997	EXP3727
BS120819	ES90009	EXP3727
BS120820	ES90025	EXP3727
BS120820	ES90021	EXP3727
BS120822	ES90039	EXP3727
BS120823	ES90050	EXP3727
BS120823	ES90046	EXP3727
BS120824	ES90061	EXP3727
BS120824	ES90055	EXP3727
BS120825	ES90067	EXP3727
BS120826	ES90075	EXP3727
BS120828	ES90096	EXP3727
BS120829	ES90105	EXP3727
BS120829	ES90102	EXP3727
BS120831	ES90119	EXP3727
BS120833	ES90137	EXP3727
BS120834	ES90151	EXP3727
BS120834	ES90147	EXP3727
BS120834	ES90144	EXP3727
BS120837	ES90176	EXP3727
BS120837	ES90171	EXP3727
BS120840	ES90204	EXP3727
BS120840	ES90202	EXP3727
BS120840	ES90196	EXP3727
BS120842	ES90222	EXP3727
BS120842	ES90219	EXP3727
BS120842	ES90214	EXP3727
BS121129	ES92772	EXP3727
BS121132	ES92798	EXP3727
BS121132	ES92794	EXP3727
BS121133	ES92808	EXP3727
BS121133	ES92803	EXP3727
BS121134	ES92814	EXP3727
BS121136	ES92836	EXP3727
BS121136	ES92832	EXP3727
BS121137	ES92840	EXP3727
BS121138	ES92852	EXP3727
BS121138	ES92850	EXP3727
BS121140	ES92874	EXP3727
BS121142	ES92888	EXP3727
BS121143	ES92898	EXP3727
BS121143	ES92893	EXP3727
BS121145	ES92918	EXP3727
BS121145	ES92916	EXP3727
BS121145	ES92915	EXP3727
BS121146	ES92926	EXP3727
BS121147	ES92936	EXP3727
BS121148	ES92941	EXP3727
BS121149	ES92954	EXP3727
BS121149	ES92951	EXP3727
BS121152	ES92974	EXP3727
BS121153	ES92989	EXP3727
BS121153	ES92987	EXP3727
BS121155	ES93005	EXP3727
BS121157	ES93026	EXP3727
BS121158	ES93034	EXP3727
BS121158	ES93030	EXP3727
BS121159	ES93039	EXP3727
BS121161	ES93059	EXP3727
BS121161	ES93058	EXP3727
BS121162	ES93065	EXP3727
BS121163	ES93075	EXP3727
BS121163	ES93073	EXP3727
BS121164	ES93090	EXP3727
BS121164	ES93088	EXP3727
BS121166	ES93106	EXP3727
BS121166	ES93102	EXP3727
BS121166	ES93101	EXP3727
BS121167	ES93112	EXP3727
BS121171	ES93152	EXP3727
BS121171	ES93149	EXP3727
BS121172	ES93157	EXP3727
BS121172	ES93154	EXP3727
BS121174	ES93177	EXP3727
BS121175	ES93182	EXP3727
BS121176	ES93196	EXP3727
BS121176	ES93191	EXP3727
BS121177	ES93200	EXP3727
BS121178	ES93213	EXP3727
BS121178	ES93211	EXP3727
BS121180	ES93231	EXP3727
BS121181	ES93242	EXP3727
BS121181	ES93239	EXP3727
BS121181	ES93238	EXP3727
BS121184	ES93269	EXP3727
BS121184	ES93268	EXP3727
BS121185	ES93277	EXP3727
BS121185	ES93275	EXP3727
BS121185	ES93272	EXP3727
BS121186	ES93281	EXP3727
BS121188	ES93303	EXP3727
BS121190	ES93322	EXP3727
BS121191	ES93333	EXP3727
BS121191	ES93328	EXP3727
BS121192	ES93336	EXP3727
BS121196	ES93374	EXP3727
BS121197	ES93387	EXP3727
BS121197	ES93385	EXP3727
BS121197	ES93383	EXP3727
BS121197	ES93381	EXP3727
BS121198	ES93394	EXP3727
BS121198	ES93391	EXP3727
BS121199	ES93405	EXP3727
BS121200	ES93407	EXP3727
BS121200	ES93406	EXP3727
BS121201	ES93419	EXP3727
BS121201	ES93415	EXP3727
BS121202	ES93427	EXP3727
BS121203	ES93439	EXP3727
BS121203	ES93437	EXP3727
BS121203	ES93436	EXP3727
BS121204	ES93446	EXP3727
BS121205	ES93457	EXP3727
BS121205	ES93454	EXP3727
BS121207	ES93472	EXP3727
BS121208	ES93482	EXP3727
BS121208	ES93478	EXP3727
BS121209	ES93492	EXP3727
BS121210	ES93493	EXP3727
BS121211	ES93502	EXP3727
BS121212	ES93513	EXP3727
BS121213	ES93522	EXP3727
BS121214	ES93533	EXP3727
BS121216	ES93554	EXP3727
BS121216	ES93547	EXP3727
BS121217	ES93562	EXP3727
BS121217	ES93560	EXP3727
BS121217	ES93556	EXP3727
BS121219	ES93581	EXP3727
BS121219	ES93577	EXP3727
BS121220	ES93585	EXP3727
BS121223	ES93618	EXP3727
BS121223	ES93617	EXP3727
BS121223	ES93615	EXP3727
BS121225	ES93636	EXP3727
BS121226	ES93640	EXP3727
BS121227	ES93653	EXP3727
BS121227	ES93650	EXP3727
BS121227	ES93648	EXP3727
BS121228	ES93658	EXP3727
BS121229	ES93668	EXP3727
BS121229	ES93666	EXP3727
BS121230	ES93678	EXP3727
BS121230	ES93674	EXP3727
BS121230	ES93673	EXP3727
BS121233	ES93702	EXP3727
BS121236	ES93730	EXP3727
BS121238	ES93752	EXP3727
BS121238	ES93751	EXP3727
BS121238	ES93750	EXP3727
BS121239	ES93753	EXP3727
BS121240	ES93770	EXP3727
BS121241	ES93774	EXP3727
BS121242	ES93782	EXP3727
BS121242	ES93781	EXP3727
BS121243	ES93790	EXP3727
BS121245	ES93808	EXP3727
BS121247	ES93825	EXP3727
BS121248	ES93840	EXP3727
BS121248	ES93836	EXP3727
BS121249	ES93844	EXP3727
BS121251	ES93865	EXP3727
BS121253	ES93882	EXP3727
BS121255	ES93900	EXP3727
BS121255	ES93898	EXP3727
BS121256	ES93905	EXP3727
BS121257	ES93920	EXP3727
BS121258	ES93931	EXP3727
BS121258	ES93926	EXP3727
BS121258	ES93924	EXP3727
BS121259	ES93933	EXP3727
BS121261	ES93950	EXP3727
BS121261	ES93948	EXP3727
BS121262	ES93961	EXP3727
BS121262	ES93956	EXP3727
BS121263	ES93972	EXP3727
BS121264	ES93979	EXP3727
BS121264	ES93974	EXP3727
BS121265	ES93990	EXP3727
BS121265	ES93983	EXP3727
BS121266	ES93998	EXP3727
BS121266	ES93994	EXP3727
BS121268	ES94016	EXP3727
BS121268	ES94010	EXP3727
BS121268	ES94009	EXP3727
BS121269	ES94023	EXP3727
BS121269	ES94021	EXP3727
BS121269	ES94018	EXP3727
BS121271	ES94039	EXP3727
BS121271	ES94037	EXP3727
BS121272	ES94045	EXP3727
BS121273	ES94057	EXP3727
BS121274	ES94070	EXP3727
BS121275	ES94076	EXP3727
BS121275	ES94074	EXP3727
BS121275	ES94072	EXP3727
BS121276	ES94086	EXP3727
BS121277	ES94097	EXP3727
BS121278	ES94101	EXP3727
BS121279	ES94115	EXP3727
BS121280	ES94124	EXP3727
BS121280	ES94119	EXP3727
BS121281	ES94130	EXP3727
BS121282	ES94140	EXP3727
BS121283	ES94150	EXP3727
BS121283	ES94148	EXP3727
BS121283	ES94144	EXP3727
BS121285	ES94164	EXP3727
BS121285	ES94163	EXP3727
BS121286	ES94176	EXP3727
BS121286	ES94175	EXP3727
BS121287	ES94180	EXP3727
BS121289	ES94206	EXP3727
BS121291	ES94221	EXP3727
BS121291	ES94219	EXP3727
BS121291	ES94217	EXP3727
BS121292	ES94232	EXP3727
BS121292	ES94224	EXP3727
BS121295	ES94258	EXP3727
BS121295	ES94255	EXP3727
BS121298	ES94283	EXP3727
BS121300	ES94300	EXP3727
BS121301	ES94309	EXP3727
BS121304	ES94338	EXP3727
BS121305	ES94341	EXP3727
BS121306	ES94350	EXP3727
BS121308	ES94373	EXP3727
BS121308	ES94368	EXP3727
BS121308	ES94367	EXP3727
BS121309	ES94382	EXP3727
BS121309	ES94380	EXP3727
BS121309	ES94378	EXP3727
BS121310	ES94392	EXP3727
BS121310	ES94387	EXP3727
BS121310	ES94386	EXP3727
BS121311	ES94399	EXP3727
BS121311	ES94396	EXP3727
BS121311	ES94395	EXP3727
BS121311	ES94394	EXP3727
BS121312	ES94407	EXP3727
BS121313	ES94419	EXP3727
BS121313	ES94414	EXP3727
BS121314	ES94427	EXP3727
BS121314	ES94422	EXP3727
BS121316	ES94441	EXP3727
BS121316	ES94440	EXP3727
BS121316	ES94438	EXP3727
BS121317	ES94449	EXP3727
BS121319	ES94468	EXP3727
BS121321	ES94489	EXP3727
BS121321	ES94484	EXP3727
BS121321	ES94483	EXP3727
BS121322	ES94499	EXP3727
BS121322	ES94498	EXP3727
BS121323	ES94506	EXP3727
BS121323	ES94503	EXP3727
BS121323	ES94501	EXP3727
BS121324	ES94515	EXP3727
BS121324	ES94514	EXP3727
BS121325	ES94521	EXP3727
BS121325	ES94519	EXP3727
BS121327	ES94541	EXP3727
BS121327	ES94540	EXP3727
BS121327	ES94538	EXP3727
BS121328	ES94553	EXP3727
BS121328	ES94550	EXP3727
BS121329	ES94559	EXP3727
BS121330	ES94566	EXP3727
BS121331	ES94580	EXP3727
BS121331	ES94575	EXP3727
BS121332	ES94589	EXP3727
BS121332	ES94582	EXP3727
BS121333	ES94591	EXP3727
BS121333	ES94590	EXP3727
BS121334	ES94607	EXP3727
BS121334	ES94605	EXP3727
BS121334	ES94600	EXP3727
BS121335	ES94609	EXP3727
BS121335	ES94608	EXP3727
BS121337	ES94632	EXP3727
BS121337	ES94628	EXP3727
BS121338	ES94641	EXP3727
BS121339	ES94646	EXP3727
BS121341	ES94666	EXP3727
BS121342	ES94676	EXP3727
BS121343	ES94686	EXP3727
BS121343	ES94683	EXP3727
BS121343	ES94681	EXP3727
BS121344	ES94696	EXP3727
BS121345	ES94705	EXP3727
BS121348	ES94728	EXP3727
BS121348	ES94727	EXP3727
BS121350	ES94744	EXP3727
BS121350	ES94743	EXP3727
BS121351	ES94757	EXP3727
BS121352	ES94767	EXP3727
BS121353	ES94775	EXP3727
BS121354	ES94784	EXP3727
BS121354	ES94782	EXP3727
BS121354	ES94779	EXP3727
BS121358	ES94818	EXP3727
BS121358	ES94817	EXP3727
BS121359	ES94824	EXP3727
BS121360	ES94835	EXP3727
BS121361	ES94842	EXP3727
BS121361	ES94841	EXP3727
BS121362	ES94858	EXP3727
BS121362	ES94857	EXP3727
BS121362	ES94855	EXP3727
BS121363	ES94865	EXP3727
BS121364	ES94876	EXP3727
BS121365	ES94884	EXP3727
BS121365	ES94881	EXP3727
BS121365	ES94877	EXP3727
BS121366	ES94892	EXP3727
BS121367	ES94896	EXP3727
BS121367	ES94895	EXP3727
BS121368	ES94905	EXP3727
BS121370	ES94930	EXP3727
BS121372	ES94946	EXP3727
BS121372	ES94944	EXP3727
BS121372	ES94941	EXP3727
BS121373	ES94949	EXP3727
BS121375	ES94974	EXP3727
BS121377	ES94987	EXP3727
BS121378	ES95001	EXP3727
BS121378	ES94998	EXP3727
BS121380	ES95015	EXP3727
BS121381	ES95026	EXP3727
BS121382	ES95031	EXP3727
BS121383	ES95045	EXP3727
BS121385	ES95063	EXP3727
BS121387	ES95078	EXP3727
BS121388	ES95090	EXP3727
BS121391	ES95111	EXP3727
BS121392	ES95120	EXP3727
BS121393	ES95133	EXP3727
BS121395	ES95155	EXP3727
BS121396	ES95162	EXP3727
BS121397	ES95166	EXP3727
BS121399	ES95185	EXP3727
BS121400	ES95194	EXP3727
BS121400	ES95193	EXP3727
BS121402	ES95216	EXP3727
BS121403	ES95222	EXP3727
BS121404	ES95235	EXP3727
BS121404	ES95229	EXP3727
BS121548	ES96510	EXP3728
BS121549	ES96518	EXP3728
BS121549	ES96513	EXP3728
BS121550	ES96521	EXP3728
BS121551	ES96528	EXP3728
BS121553	ES96534	EXP3728
BS121555	ES96546	EXP3728
BS121557	ES96555	EXP3728
BS121558	ES96559	EXP3728
BS121559	ES96565	EXP3728
BS121564	ES96583	EXP3728
BS121565	ES96588	EXP3728
BS121571	ES96598	EXP3728
BS121577	ES96615	EXP3728
BS121578	ES96621	EXP3728
BS121581	ES96635	EXP3728
BS121587	ES96663	EXP3728
BS121589	ES96676	EXP3728
BS121590	ES96682	EXP3728
BS121595	ES96698	EXP3728
BS121599	ES96712	EXP3728
BS121602	ES96734	EXP3728
BS121602	ES96733	EXP3728
BS121604	ES96753	EXP3728
BS121604	ES96747	EXP3728
BS121609	ES96788	EXP3728
BS121613	ES96807	EXP3728
BS121613	ES96806	EXP3728
BS121614	ES96814	EXP3728
BS121618	ES96834	EXP3728
BS121620	ES96843	EXP3728
BS121621	ES96848	EXP3728
BS121622	ES96854	EXP3728
BS121622	ES96852	EXP3728
BS121623	ES96858	EXP3728
BS121631	ES96900	EXP3728
BS121631	ES96898	EXP3728
BS121632	ES96905	EXP3728
BS121632	ES96902	EXP3728
BS121632	ES96901	EXP3728
BS121633	ES96912	EXP3728
BS121636	ES96925	EXP3728
BS121637	ES96935	EXP3728
BS121638	ES96941	EXP3728
BS121642	ES96956	EXP3728
BS121644	ES96961	EXP3728
BS121644	ES96960	EXP3728
BS121646	ES96966	EXP3728
BS121647	ES96972	EXP3728
BS121647	ES96971	EXP3728
BS121650	ES96987	EXP3728
BS121651	ES96993	EXP3728
BS121653	ES97003	EXP3728
BS121653	ES97002	EXP3728
BS121653	ES97001	EXP3728
BS121654	ES97009	EXP3728
BS121654	ES97008	EXP3728
BS121655	ES97017	EXP3728
BS121655	ES97016	EXP3728
BS121656	ES97022	EXP3728
BS121656	ES97021	EXP3728
BS121658	ES97031	EXP3728
BS121658	ES97029	EXP3728
BS121659	ES97037	EXP3728
BS121662	ES97050	EXP3728
BS121663	ES97056	EXP3728
BS121666	ES97065	EXP3728
BS121668	ES97072	EXP3728
BS121680	ES97118	EXP3728
BS121680	ES97115	EXP3728
BS121681	ES97128	EXP3728
BS121681	ES97123	EXP3728
BS121682	ES97133	EXP3728
BS121685	ES97146	EXP3728
BS121686	ES97154	EXP3728
BS121687	ES97157	EXP3728
BS121694	ES97171	EXP3728
BS121696	ES97179	EXP3728
BS121699	ES97187	EXP3728
BS121700	ES97190	EXP3728
BS121702	ES97196	EXP3728
BS121705	ES97212	EXP3728
BS121708	ES97229	EXP3728
BS121708	ES97228	EXP3728
BS121710	ES97238	EXP3728
BS121711	ES97244	EXP3728
BS121713	ES97260	EXP3728
BS121713	ES97256	EXP3728
BS121714	ES97262	EXP3728
BS121714	ES97261	EXP3728
BS121715	ES97271	EXP3728
BS121720	ES97293	EXP3728
BS121721	ES97301	EXP3728
BS121725	ES97306	EXP3728
BS121726	ES97310	EXP3728
BS121728	ES97323	EXP3728
BS121728	ES97319	EXP3728
BS121733	ES97353	EXP3728
BS121737	ES97371	EXP3728
BS121738	ES97378	EXP3728
BS121740	ES97384	EXP3728
BS121743	ES97389	EXP3728
BS121745	ES97393	EXP3728
BS121746	ES97406	EXP3728
BS121751	ES97429	EXP3728
BS121752	ES97435	EXP3728
BS121753	ES97444	EXP3728
BS121757	ES97462	EXP3728
BS121758	ES97469	EXP3728
BS121759	ES97477	EXP3728
BS121759	ES97476	EXP3728
BS121759	ES97472	EXP3728
BS121761	ES97485	EXP3728
BS121764	ES97510	EXP3728
BS121764	ES97509	EXP3728
BS121768	ES97531	EXP3728
BS121768	ES97527	EXP3728
BS121769	ES97535	EXP3728
BS121772	ES97552	EXP3728
BS121774	ES97558	EXP3728
BS121775	ES97561	EXP3728
BS121776	ES97566	EXP3728
BS121777	ES97570	EXP3728
BS121779	ES97579	EXP3728
BS121782	ES97585	EXP3728
BS121785	ES97594	EXP3728
BS121787	ES97604	EXP3728
BS121789	ES97616	EXP3728
BS121789	ES97614	EXP3728
BS121790	ES97620	EXP3728
BS121790	ES97618	EXP3728
BS121797	ES97642	EXP3728
BS121798	ES97647	EXP3728
BS121798	ES97646	EXP3728
BS121798	ES97644	EXP3728
BS121798	ES97643	EXP3728
BS121802	ES97663	EXP3728
BS121812	ES97687	EXP3728
BS121812	ES97686	EXP3728
BS121813	ES97688	EXP3728
BS121814	ES97697	EXP3728
BS121816	ES97707	EXP3728
BS121816	ES97706	EXP3728
BS121819	ES97726	EXP3728
BS121819	ES97723	EXP3728
BS121820	ES97728	EXP3728
BS121822	ES97738	EXP3728
BS121822	ES97737	EXP3728
BS121824	ES97747	EXP3728
BS121826	ES97758	EXP3728
BS121826	ES97754	EXP3728
BS121827	ES97761	EXP3728
BS121831	ES97769	EXP3728
BS121838	ES97790	EXP3728
BS121839	ES97797	EXP3728
BS121839	ES97796	EXP3728
BS121844	ES97805	EXP3728
BS121845	ES97807	EXP3728
BS121846	ES97812	EXP3728
BS121847	ES97818	EXP3728
BS121850	ES97835	EXP3728
BS121851	ES97839	EXP3728
BS121851	ES97838	EXP3728
BS121851	ES97837	EXP3728
BS121854	ES97853	EXP3728
BS121854	ES97852	EXP3728
BS121863	ES97883	EXP3728
BS121864	ES97889	EXP3728
BS121864	ES97887	EXP3728
BS121865	ES97894	EXP3728
BS121867	ES97906	EXP3728
BS121868	ES97911	EXP3728
BS121869	ES97915	EXP3728
BS121870	ES97921	EXP3728
BS121870	ES97918	EXP3728
BS121872	ES97932	EXP3728
BS121874	ES97938	EXP3728
BS121875	ES97945	EXP3728
BS121875	ES97944	EXP3728
BS121876	ES97953	EXP3728
BS121879	ES97965	EXP3728
BS121880	ES97971	EXP3728
BS121882	ES97979	EXP3728
BS121882	ES97978	EXP3728
BS121883	ES97983	EXP3728
BS121884	ES97991	EXP3728
BS121884	ES97989	EXP3728
BS121885	ES97996	EXP3728
BS121886	ES97999	EXP3728
BS121891	ES98016	EXP3728
BS121892	ES98017	EXP3728
BS121893	ES98022	EXP3728
BS121893	ES98021	EXP3728
BS121897	ES98030	EXP3728
BS121898	ES98033	EXP3728
BS121898	ES98032	EXP3728
BS121902	ES98039	EXP3728
BS121903	ES98042	EXP3728
BS121904	ES98044	EXP3728
BS121904	ES98043	EXP3728
BS121905	ES98049	EXP3728
BS121908	ES98056	EXP3728
BS121909	ES98060	EXP3728
BS121910	ES98066	EXP3728
BS121912	ES98074	EXP3728
BS121912	ES98071	EXP3728
BS121913	ES98075	EXP3728
BS121915	ES98086	EXP3728
BS121917	ES98098	EXP3728
BS121919	ES98107	EXP3728
BS121921	ES98119	EXP3728
BS121922	ES98126	EXP3728
BS121922	ES98122	EXP3728
BS121925	ES98138	EXP3728
BS121926	ES98143	EXP3728
BS121927	ES98150	EXP3728
BS121930	ES98164	EXP3728
BS121931	ES98169	EXP3728
BS121932	ES98173	EXP3728
BS121934	ES98186	EXP3728
BS121934	ES98183	EXP3728
BS121936	ES98194	EXP3728
BS121937	ES98200	EXP3728
BS121937	ES98199	EXP3728
BS121938	ES98207	EXP3728
BS121946	ES98234	EXP3728
BS121953	ES98244	EXP3728
BS121954	ES98245	EXP3728
BS121955	ES98248	EXP3728
BS121956	ES98251	EXP3728
BS121957	ES98256	EXP3728
BS121957	ES98255	EXP3728
BS121960	ES98263	EXP3728
BS121961	ES98269	EXP3728
BS121964	ES98278	EXP3728
BS121964	ES98277	EXP3728
BS121967	ES98287	EXP3728
BS121968	ES98291	EXP3728
BS121969	ES98294	EXP3728
BS121972	ES98307	EXP3728
BS121974	ES98319	EXP3728
BS121975	ES98326	EXP3728
BS121977	ES98333	EXP3728
BS121978	ES98341	EXP3728
BS121978	ES98340	EXP3728
BS121981	ES98350	EXP3728
BS121982	ES98357	EXP3728
BS121982	ES98356	EXP3728
BS121983	ES98359	EXP3728
BS121986	ES98370	EXP3728
BS121987	ES98377	EXP3728
BS121990	ES98391	EXP3728
BS121991	ES98399	EXP3728
BS121991	ES98397	EXP3728
BS121991	ES98395	EXP3728
BS121995	ES98415	EXP3728
BS121996	ES98420	EXP3728
BS121996	ES98419	EXP3728
BS121999	ES98429	EXP3728
BS122002	ES98441	EXP3728
BS122003	ES98447	EXP3728
BS122004	ES98452	EXP3728
BS122004	ES98449	EXP3728
BS122005	ES98455	EXP3728
BS122007	ES98466	EXP3728
BS122008	ES98469	EXP3728
BS122013	ES98492	EXP3728
BS122015	ES98500	EXP3728
BS122015	ES98499	EXP3728
BS122016	ES98506	EXP3728
BS122018	ES98517	EXP3728
BS122018	ES98516	EXP3728
