BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION
BS257461	ES149338	EXP3727
BS257462	ES149344	EXP3727
BS257465	ES149359	EXP3727
BS257467	ES149368	EXP3727
BS257468	ES149372	EXP3727
BS257469	ES149380	EXP3727
BS257469	ES149378	EXP3727
BS257470	ES149387	EXP3727
BS257470	ES149386	EXP3727
BS257470	ES149384	EXP3727
BS257471	ES149390	EXP3727
BS257472	ES149402	EXP3727
BS257475	ES149423	EXP3727
BS257476	ES149426	EXP3727
BS257477	ES149429	EXP3727
BS257479	ES149451	EXP3727
BS257481	ES149467	EXP3727
BS257482	ES149475	EXP3727
BS257489	ES149521	EXP3727
BS257490	ES149533	EXP3727
BS257491	ES149535	EXP3727
BS257492	ES149541	EXP3727
BS257493	ES149554	EXP3727
BS257493	ES149552	EXP3727
BS257493	ES149549	EXP3727
BS257494	ES149556	EXP3727
BS257495	ES149571	EXP3727
BS257495	ES149567	EXP3727
BS257495	ES149565	EXP3727
BS257496	ES149573	EXP3727
BS257496	ES149572	EXP3727
BS257498	ES149592	EXP3727
BS257499	ES149600	EXP3727
BS257499	ES149599	EXP3727
BS257499	ES149597	EXP3727
BS257500	ES149603	EXP3727
BS257501	ES149609	EXP3727
BS257502	ES149614	EXP3727
BS257505	ES149629	EXP3727
BS257509	ES149651	EXP3727
BS257509	ES149650	EXP3727
BS257510	ES149660	EXP3727
BS257511	ES149664	EXP3727
BS257512	ES149670	EXP3727
BS257514	ES149680	EXP3727
BS257515	ES149688	EXP3727
BS257515	ES149685	EXP3727
BS257516	ES149690	EXP3727
BS257519	ES149705	EXP3727
BS257521	ES149719	EXP3727
BS257521	ES149718	EXP3727
BS257521	ES149716	EXP3727
BS257523	ES149732	EXP3727
BS257523	ES149730	EXP3727
BS257523	ES149729	EXP3727
BS257523	ES149725	EXP3727
BS257524	ES149734	EXP3727
BS257525	ES149747	EXP3727
BS257526	ES149756	EXP3727
BS257526	ES149749	EXP3727
BS257527	ES149760	EXP3727
BS257528	ES149763	EXP3727
BS257529	ES149777	EXP3727
BS257531	ES149789	EXP3727
BS257533	ES149803	EXP3727
BS257535	ES149822	EXP3727
BS257536	ES149826	EXP3727
BS257539	ES149842	EXP3727
BS257540	ES149844	EXP3727
BS257541	ES149850	EXP3727
BS257541	ES149849	EXP3727
BS257541	ES149848	EXP3727
BS257543	ES149861	EXP3727
BS257547	ES149884	EXP3727
BS257548	ES149895	EXP3727
BS257550	ES149915	EXP3727
BS257551	ES149923	EXP3727
BS257552	ES149929	EXP3727
BS257552	ES149928	EXP3727
BS257552	ES149926	EXP3727
BS257553	ES149932	EXP3727
BS257554	ES149938	EXP3727
BS257555	ES149949	EXP3727
BS257555	ES149947	EXP3727
BS257556	ES149958	EXP3727
BS257557	ES149967	EXP3727
BS257558	ES149970	EXP3727
BS257561	ES149995	EXP3727
BS257564	ES150016	EXP3727
BS257564	ES150015	EXP3727
BS257565	ES150022	EXP3727
BS257566	ES150028	EXP3727
BS257566	ES150025	EXP3727
BS257569	ES150045	EXP3727
BS257571	ES150067	EXP3727
BS257573	ES150077	EXP3727
BS257574	ES150088	EXP3727
BS257577	ES150113	EXP3727
BS257577	ES150106	EXP3727
BS257578	ES150120	EXP3727
BS257580	ES150136	EXP3727
BS257581	ES150144	EXP3727
BS257585	ES150175	EXP3727
BS257585	ES150173	EXP3727
BS257586	ES150185	EXP3727
BS257587	ES150190	EXP3727
BS257587	ES150188	EXP3727
BS257589	ES150208	EXP3727
BS257589	ES150203	EXP3727
BS257590	ES150212	EXP3727
BS257591	ES150223	EXP3727
BS257591	ES150218	EXP3727
BS257592	ES150227	EXP3727
BS257592	ES150226	EXP3727
BS257593	ES150241	EXP3727
BS257593	ES150238	EXP3727
BS257593	ES150236	EXP3727
BS257594	ES150247	EXP3727
BS257595	ES150257	EXP3727
BS257595	ES150255	EXP3727
BS257595	ES150252	EXP3727
BS257596	ES150265	EXP3727
BS257596	ES150262	EXP3727
BS257598	ES150280	EXP3727
BS257599	ES150286	EXP3727
BS257599	ES150282	EXP3727
BS257601	ES150300	EXP3727
BS257602	ES150311	EXP3727
BS257602	ES150306	EXP3727
BS257604	ES150326	EXP3727
BS257604	ES150323	EXP3727
BS257605	ES150327	EXP3727
BS257606	ES150342	EXP3727
BS257606	ES150338	EXP3727
BS257608	ES150357	EXP3727
BS257608	ES150353	EXP3727
BS257609	ES150359	EXP3727
BS257610	ES150370	EXP3727
BS257610	ES150367	EXP3727
BS257610	ES150364	EXP3727
BS119963	ES82272	EXP3727
BS119964	ES82276	EXP3727
BS119965	ES82292	EXP3727
BS119966	ES82300	EXP3727
BS119966	ES82299	EXP3727
BS119966	ES82296	EXP3727
BS119967	ES82303	EXP3727
BS119968	ES82315	EXP3727
BS119971	ES82339	EXP3727
BS119972	ES82349	EXP3727
BS119972	ES82347	EXP3727
BS119973	ES82356	EXP3727
BS119974	ES82369	EXP3727
BS119976	ES82391	EXP3727
BS119976	ES82389	EXP3727
BS119978	ES82408	EXP3727
BS119979	ES82416	EXP3727
BS119980	ES82427	EXP3727
BS119980	ES82423	EXP3727
BS119980	ES82419	EXP3727
BS119981	ES82436	EXP3727
BS119981	ES82433	EXP3727
BS119982	ES82444	EXP3727
BS119983	ES82453	EXP3727
BS119983	ES82447	EXP3727
BS119984	ES82456	EXP3727
BS119984	ES82455	EXP3727
BS119985	ES82472	EXP3727
BS119986	ES82477	EXP3727
BS119987	ES82487	EXP3727
BS119989	ES82503	EXP3727
BS119989	ES82502	EXP3727
BS119989	ES82500	EXP3727
BS119992	ES82526	EXP3727
BS119993	ES82543	EXP3727
BS119993	ES82536	EXP3727
BS119993	ES82535	EXP3727
BS119994	ES82549	EXP3727
BS119995	ES82559	EXP3727
BS119996	ES82572	EXP3727
BS119996	ES82569	EXP3727
BS119998	ES82595	EXP3727
BS120001	ES82615	EXP3727
BS120003	ES82638	EXP3727
BS120003	ES82635	EXP3727
BS120004	ES82646	EXP3727
BS120006	ES82663	EXP3727
BS120006	ES82661	EXP3727
BS120007	ES82669	EXP3727
BS120008	ES82695	EXP3727
BS120008	ES82692	EXP3727
BS120008	ES82687	EXP3727
BS120009	ES82702	EXP3727
BS120009	ES82700	EXP3727
BS120010	ES82713	EXP3727
BS120011	ES82722	EXP3727
BS120012	ES82727	EXP3727
BS120013	ES82737	EXP3727
BS120013	ES82734	EXP3727
BS120014	ES82745	EXP3727
BS120014	ES82742	EXP3727
BS120015	ES82752	EXP3727
BS120017	ES82774	EXP3727
BS120017	ES82769	EXP3727
BS120018	ES82783	EXP3727
BS120018	ES82777	EXP3727
BS120018	ES82776	EXP3727
BS120019	ES82790	EXP3727
BS120020	ES82800	EXP3727
BS120020	ES82796	EXP3727
BS120021	ES82811	EXP3727
BS120022	ES82813	EXP3727
BS120023	ES82827	EXP3727
BS120023	ES82821	EXP3727
BS120024	ES82835	EXP3727
BS120027	ES82856	EXP3727
BS120027	ES82853	EXP3727
BS120028	ES82868	EXP3727
BS120029	ES82874	EXP3727
BS120031	ES82888	EXP3727
BS120032	ES82901	EXP3727
BS120032	ES82899	EXP3727
BS120033	ES82908	EXP3727
BS120034	ES82922	EXP3727
BS120035	ES82928	EXP3727
BS120036	ES82935	EXP3727
BS120037	ES82943	EXP3727
BS120037	ES82942	EXP3727
BS120038	ES82958	EXP3727
BS120038	ES82955	EXP3727
BS120038	ES82950	EXP3727
BS120039	ES82967	EXP3727
BS120040	ES82980	EXP3727
BS120041	ES82993	EXP3727
BS120041	ES82989	EXP3727
BS120041	ES82986	EXP3727
BS120042	ES83002	EXP3727
BS120042	ES82995	EXP3727
BS120043	ES83008	EXP3727
BS120043	ES83004	EXP3727
BS120044	ES83020	EXP3727
BS120044	ES83018	EXP3727
BS120045	ES83025	EXP3727
BS120046	ES83038	EXP3727
BS120046	ES83034	EXP3727
BS120046	ES83033	EXP3727
BS120047	ES83044	EXP3727
BS120047	ES83043	EXP3727
BS120047	ES83042	EXP3727
BS120047	ES83040	EXP3727
BS120048	ES83054	EXP3727
BS120048	ES83053	EXP3727
BS120048	ES83051	EXP3727
BS120049	ES83066	EXP3727
BS120049	ES83060	EXP3727
BS120049	ES83058	EXP3727
BS120050	ES83074	EXP3727
BS120051	ES83079	EXP3727
BS120051	ES83077	EXP3727
BS120054	ES83103	EXP3727
BS120055	ES83117	EXP3727
BS120055	ES83116	EXP3727
BS120055	ES83113	EXP3727
BS120056	ES83120	EXP3727
BS120057	ES83145	EXP3727
BS120057	ES83139	EXP3727
BS120057	ES83138	EXP3727
BS120058	ES83154	EXP3727
BS120058	ES83148	EXP3727
BS120058	ES83147	EXP3727
BS120058	ES83146	EXP3727
BS120059	ES83160	EXP3727
BS120061	ES83176	EXP3727
BS120061	ES83175	EXP3727
BS120063	ES83193	EXP3727
BS120064	ES83224	EXP3727
BS120065	ES83233	EXP3727
BS120066	ES83240	EXP3727
BS120071	ES83281	EXP3727
BS120072	ES83293	EXP3727
BS120073	ES83302	EXP3727
BS120074	ES83318	EXP3727
BS120074	ES83310	EXP3727
BS120074	ES83309	EXP3727
BS120074	ES83308	EXP3727
BS120074	ES83307	EXP3727
BS120075	ES83332	EXP3727
BS120075	ES83327	EXP3727
BS120077	ES83351	EXP3727
BS120077	ES83346	EXP3727
BS120079	ES83368	EXP3727
BS120080	ES83370	EXP3727
BS120081	ES83386	EXP3727
BS120081	ES83382	EXP3727
BS120083	ES83399	EXP3727
BS120085	ES83414	EXP3727
BS120086	ES83426	EXP3727
BS120087	ES83429	EXP3727
BS120088	ES83443	EXP3727
BS120089	ES83454	EXP3727
BS120091	ES83472	EXP3727
BS120091	ES83471	EXP3727
BS120091	ES83469	EXP3727
BS120092	ES83475	EXP3727
BS120093	ES83489	EXP3727
BS120094	ES83499	EXP3727
BS120095	ES83508	EXP3727
BS120095	ES83505	EXP3727
BS120098	ES83536	EXP3727
BS120098	ES83528	EXP3727
BS120099	ES83545	EXP3727
BS120099	ES83541	EXP3727
BS120099	ES83539	EXP3727
BS120099	ES83537	EXP3727
BS120100	ES83550	EXP3727
BS120102	ES83572	EXP3727
BS120102	ES83568	EXP3727
BS120104	ES83586	EXP3727
BS120104	ES83584	EXP3727
BS120105	ES83593	EXP3727
BS120106	ES83605	EXP3727
BS120106	ES83604	EXP3727
BS120107	ES83613	EXP3727
BS120109	ES83626	EXP3727
BS120110	ES83638	EXP3727
BS120112	ES83665	EXP3727
BS120112	ES83664	EXP3727
BS120113	ES83675	EXP3727
BS120113	ES83674	EXP3727
BS120114	ES83680	EXP3727
BS120115	ES83694	EXP3727
BS120116	ES83704	EXP3727
BS120118	ES83724	EXP3727
BS120118	ES83721	EXP3727
BS120119	ES83727	EXP3727
BS120120	ES83742	EXP3727
BS120121	ES83748	EXP3727
BS120122	ES83759	EXP3727
BS120122	ES83754	EXP3727
BS120123	ES83770	EXP3727
BS120124	ES83773	EXP3727
BS120125	ES83783	EXP3727
BS120125	ES83781	EXP3727
BS120126	ES83794	EXP3727
BS120129	ES83820	EXP3727
BS120130	ES83829	EXP3727
BS120131	ES83839	EXP3727
BS120131	ES83836	EXP3727
BS120132	ES83846	EXP3727
BS120133	ES83860	EXP3727
BS120134	ES83867	EXP3727
BS120136	ES83883	EXP3727
BS120136	ES83879	EXP3727
BS120138	ES83900	EXP3727
BS120141	ES83924	EXP3727
BS120142	ES83935	EXP3727
BS120143	ES83945	EXP3727
BS120145	ES83962	EXP3727
BS120146	ES83971	EXP3727
BS120146	ES83968	EXP3727
BS120149	ES84002	EXP3727
BS120150	ES84008	EXP3727
BS120151	ES84021	EXP3727
BS120151	ES84017	EXP3727
BS120152	ES84024	EXP3727
BS120153	ES84032	EXP3727
BS120153	ES84031	EXP3727
BS120155	ES84050	EXP3727
BS120156	ES84064	EXP3727
BS120157	ES84071	EXP3727
BS120160	ES84093	EXP3727
BS120161	ES84105	EXP3727
BS120162	ES84116	EXP3727
BS120162	ES84114	EXP3727
BS120163	ES84123	EXP3727
BS120163	ES84122	EXP3727
BS120163	ES84120	EXP3727
BS120165	ES84143	EXP3727
BS120166	ES84148	EXP3727
BS120166	ES84147	EXP3727
BS120167	ES84160	EXP3727
BS120169	ES84175	EXP3727
BS120170	ES84186	EXP3727
BS120170	ES84183	EXP3727
BS120171	ES84191	EXP3727
BS120172	ES84204	EXP3727
BS120173	ES84211	EXP3727
BS120173	ES84209	EXP3727
BS120176	ES84243	EXP3727
BS120176	ES84236	EXP3727
BS120177	ES84252	EXP3727
BS120181	ES84281	EXP3727
BS120182	ES84297	EXP3727
BS120182	ES84296	EXP3727
BS120183	ES84306	EXP3727
BS120184	ES84312	EXP3727
BS120184	ES84309	EXP3727
BS120189	ES84355	EXP3727
BS120190	ES84363	EXP3727
BS120192	ES84386	EXP3727
BS120193	ES84393	EXP3727
BS120193	ES84390	EXP3727
BS120196	ES84417	EXP3727
BS120198	ES84437	EXP3727
BS120200	ES84456	EXP3727
BS120201	ES84462	EXP3727
BS120202	ES84476	EXP3727
BS120202	ES84473	EXP3727
BS120203	ES84484	EXP3727
BS120203	ES84483	EXP3727
BS120203	ES84478	EXP3727
BS120204	ES84489	EXP3727
BS120204	ES84487	EXP3727
BS120204	ES84486	EXP3727
BS120206	ES84509	EXP3727
BS120207	ES84512	EXP3727
BS120208	ES84529	EXP3727
BS120209	ES84534	EXP3727
BS120209	ES84531	EXP3727
BS120209	ES84530	EXP3727
BS120211	ES84554	EXP3727
BS120214	ES84580	EXP3727
BS120215	ES84592	EXP3727
BS120215	ES84588	EXP3727
BS120215	ES84584	EXP3727
BS120216	ES84593	EXP3727
BS120217	ES84608	EXP3727
BS120218	ES84619	EXP3727
BS120218	ES84611	EXP3727
BS120222	ES84653	EXP3727
BS120224	ES84670	EXP3727
BS120224	ES84668	EXP3727
BS120227	ES84695	EXP3727
BS120227	ES84692	EXP3727
BS120228	ES84702	EXP3727
BS120228	ES84700	EXP3727
BS120229	ES84714	EXP3727
BS120230	ES84718	EXP3727
BS120231	ES84729	EXP3727
BS120231	ES84728	EXP3727
BS120231	ES84727	EXP3727
BS120232	ES84733	EXP3727
BS120233	ES84746	EXP3727
BS120233	ES84743	EXP3727
BS120234	ES84759	EXP3727
BS120236	ES84772	EXP3727
BS120238	ES84795	EXP3727
BS120239	ES84804	EXP3727
BS120239	ES84802	EXP3727
BS120239	ES84801	EXP3727
BS120239	ES84796	EXP3727
BS120242	ES84828	EXP3727
BS120242	ES84825	EXP3727
BS120244	ES84846	EXP3727
BS120245	ES84853	EXP3727
BS120245	ES84851	EXP3727
BS120249	ES84889	EXP3727
BS120251	ES84904	EXP3727
BS120252	ES84915	EXP3727
BS120252	ES84914	EXP3727
BS120253	ES84922	EXP3727
BS120253	ES84921	EXP3727
BS120255	ES84939	EXP3727
BS120256	ES84955	EXP3727
BS120256	ES84951	EXP3727
BS120258	ES84970	EXP3727
BS120258	ES84969	EXP3727
BS120259	ES84982	EXP3727
BS120259	ES84979	EXP3727
BS120259	ES84975	EXP3727
BS120260	ES84991	EXP3727
BS120260	ES84990	EXP3727
BS120260	ES84986	EXP3727
BS120265	ES85029	EXP3727
BS120266	ES85039	EXP3727
BS120266	ES85036	EXP3727
BS120267	ES85047	EXP3727
BS120269	ES85069	EXP3727
BS120269	ES85066	EXP3727
BS120269	ES85065	EXP3727
BS120270	ES85075	EXP3727
BS120271	ES85086	EXP3727
BS120273	ES85100	EXP3727
BS120275	ES85121	EXP3727
BS120278	ES85150	EXP3727
BS120279	ES85154	EXP3727
BS120280	ES85165	EXP3727
BS120280	ES85161	EXP3727
BS120281	ES85178	EXP3727
BS120282	ES85187	EXP3727
BS120282	ES85179	EXP3727
BS120283	ES85194	EXP3727
BS120283	ES85189	EXP3727
BS120283	ES85188	EXP3727
BS120284	ES85201	EXP3727
BS120285	ES85206	EXP3727
BS120287	ES85229	EXP3727
BS120287	ES85224	EXP3727
BS120288	ES85237	EXP3727
BS120289	ES85245	EXP3727
BS120289	ES85244	EXP3727
BS120291	ES85261	EXP3727
BS120292	ES85274	EXP3727
BS120292	ES85273	EXP3727
BS120292	ES85270	EXP3727
BS120294	ES85289	EXP3727
BS120295	ES85300	EXP3727
BS120295	ES85298	EXP3727
BS120301	ES85352	EXP3727
BS120301	ES85351	EXP3727
BS120302	ES85367	EXP3727
BS120302	ES85362	EXP3727
BS120304	ES85380	EXP3727
BS120304	ES85379	EXP3727
BS120304	ES85377	EXP3727
BS120306	ES85401	EXP3727
BS120306	ES85395	EXP3727
BS120308	ES85415	EXP3727
BS120308	ES85414	EXP3727
BS120311	ES85446	EXP3727
BS120312	ES85456	EXP3727
BS120314	ES85468	EXP3727
BS120316	ES85486	EXP3727
BS120317	ES85500	EXP3727
BS120317	ES85499	EXP3727
BS120318	ES85505	EXP3727
BS120319	ES85519	EXP3727
BS120319	ES85517	EXP3727
BS120319	ES85515	EXP3727
BS120321	ES85532	EXP3727
BS120322	ES85546	EXP3727
BS120322	ES85538	EXP3727
BS120323	ES85550	EXP3727
BS120323	ES85548	EXP3727
BS120324	ES85564	EXP3727
BS120324	ES85562	EXP3727
BS120326	ES85579	EXP3727
BS120326	ES85576	EXP3727
BS120327	ES85589	EXP3727
BS120327	ES85588	EXP3727
BS120327	ES85583	EXP3727
BS120329	ES85609	EXP3727
BS120331	ES85623	EXP3727
BS120331	ES85619	EXP3727
BS120333	ES85641	EXP3727
BS120333	ES85638	EXP3727
BS120335	ES85662	EXP3727
BS120335	ES85655	EXP3727
BS120337	ES85673	EXP3727
BS120338	ES85685	EXP3727
BS120338	ES85681	EXP3727
BS120339	ES85697	EXP3727
BS120339	ES85694	EXP3727
BS120341	ES85709	EXP3727
BS120342	ES85723	EXP3727
BS120342	ES85721	EXP3727
BS120342	ES85719	EXP3727
BS120343	ES85731	EXP3727
BS120345	ES85749	EXP3727
BS120346	ES85759	EXP3727
BS120347	ES85767	EXP3727
BS120347	ES85764	EXP3727
BS120349	ES85786	EXP3727
BS120349	ES85785	EXP3727
BS120349	ES85784	EXP3727
BS120350	ES85792	EXP3727
BS120351	ES85806	EXP3727
BS120351	ES85801	EXP3727
BS120351	ES85799	EXP3727
BS120352	ES85810	EXP3727
BS120355	ES85839	EXP3727
BS120355	ES85838	EXP3727
BS120355	ES85836	EXP3727
BS120355	ES85835	EXP3727
BS120356	ES85844	EXP3727
BS120357	ES85856	EXP3727
BS120358	ES85867	EXP3727
BS120359	ES85874	EXP3727
BS120360	ES85883	EXP3727
BS120361	ES85893	EXP3727
BS120361	ES85890	EXP3727
BS120361	ES85889	EXP3727
BS120362	ES85901	EXP3727
BS120365	ES85929	EXP3727
BS120365	ES85927	EXP3727
BS120365	ES85924	EXP3727
BS120366	ES85941	EXP3727
BS120366	ES85937	EXP3727
BS120366	ES85934	EXP3727
BS120368	ES85951	EXP3727
BS120370	ES85972	EXP3727
BS120370	ES85969	EXP3727
BS120372	ES85992	EXP3727
BS120373	ES86004	EXP3727
BS120373	ES86003	EXP3727
BS120373	ES86000	EXP3727
BS120375	ES86015	EXP3727
BS120376	ES86031	EXP3727
BS120377	ES86037	EXP3727
BS120378	ES86046	EXP3727
BS120378	ES86040	EXP3727
BS120379	ES86053	EXP3727
BS120380	ES86060	EXP3727
BS120380	ES86059	EXP3727
BS120381	ES86074	EXP3727
BS120381	ES86071	EXP3727
BS120382	ES86076	EXP3727
BS120384	ES86096	EXP3727
BS120386	ES86120	EXP3727
BS120386	ES86117	EXP3727
BS120386	ES86112	EXP3727
BS120387	ES86122	EXP3727
BS120388	ES86131	EXP3727
BS120388	ES86130	EXP3727
BS120389	ES86146	EXP3727
BS120389	ES86140	EXP3727
BS120390	ES86156	EXP3727
BS120390	ES86149	EXP3727
BS120391	ES86163	EXP3727
BS120392	ES86173	EXP3727
BS120393	ES86181	EXP3727
BS120394	ES86185	EXP3727
BS120395	ES86194	EXP3727
BS120398	ES86219	EXP3727
BS120399	ES86236	EXP3727
BS120400	ES86242	EXP3727
BS120400	ES86238	EXP3727
BS120401	ES86254	EXP3727
BS120401	ES86250	EXP3727
BS120401	ES86247	EXP3727
BS120401	ES86246	EXP3727
BS120402	ES86257	EXP3727
BS120402	ES86255	EXP3727
BS120403	ES86272	EXP3727
BS120403	ES86270	EXP3727
BS120403	ES86266	EXP3727
BS120404	ES86280	EXP3727
BS120404	ES86277	EXP3727
BS120404	ES86275	EXP3727
BS120404	ES86274	EXP3727
BS120405	ES86288	EXP3727
BS120405	ES86286	EXP3727
BS120405	ES86285	EXP3727
BS120405	ES86283	EXP3727
BS120406	ES86298	EXP3727
BS120406	ES86295	EXP3727
BS120406	ES86291	EXP3727
BS120407	ES86307	EXP3727
BS120407	ES86304	EXP3727
BS120408	ES86317	EXP3727
BS120410	ES86331	EXP3727
BS120411	ES86336	EXP3727
BS120413	ES86358	EXP3727
BS120413	ES86356	EXP3727
BS120414	ES86366	EXP3727
BS120414	ES86363	EXP3727
BS120415	ES86377	EXP3727
BS120415	ES86374	EXP3727
BS120417	ES86395	EXP3727
BS120418	ES86406	EXP3727
BS120418	ES86403	EXP3727
BS120419	ES86416	EXP3727
BS120419	ES86415	EXP3727
BS120420	ES86417	EXP3727
BS120421	ES86427	EXP3727
BS120423	ES86449	EXP3727
BS120423	ES86448	EXP3727
BS120423	ES86447	EXP3727
BS120424	ES86461	EXP3727
BS120424	ES86459	EXP3727
BS120424	ES86456	EXP3727
BS120425	ES86469	EXP3727
BS120425	ES86468	EXP3727
BS120425	ES86467	EXP3727
BS120426	ES86477	EXP3727
BS120429	ES86499	EXP3727
BS120429	ES86498	EXP3727
BS120430	ES86515	EXP3727
BS120431	ES86524	EXP3727
BS120433	ES86542	EXP3727
BS120433	ES86536	EXP3727
BS120433	ES86534	EXP3727
BS120434	ES86547	EXP3727
BS120434	ES86546	EXP3727
BS120434	ES86545	EXP3727
BS120434	ES86543	EXP3727
BS120435	ES86558	EXP3727
BS120438	ES86580	EXP3727
BS120439	ES86588	EXP3727
BS120440	ES86605	EXP3727
BS120440	ES86600	EXP3727
BS120440	ES86598	EXP3727
BS120441	ES86606	EXP3727
BS120442	ES86621	EXP3727
BS120442	ES86619	EXP3727
BS120442	ES86618	EXP3727
BS120442	ES86615	EXP3727
BS120444	ES86639	EXP3727
BS120445	ES86645	EXP3727
BS120447	ES86667	EXP3727
BS120447	ES86666	EXP3727
BS120447	ES86665	EXP3727
BS120447	ES86664	EXP3727
BS120448	ES86677	EXP3727
BS120448	ES86676	EXP3727
BS120448	ES86673	EXP3727
BS120450	ES86694	EXP3727
BS120450	ES86690	EXP3727
BS120450	ES86689	EXP3727
BS120453	ES86719	EXP3727
BS120453	ES86715	EXP3727
BS120454	ES86731	EXP3727
BS120454	ES86723	EXP3727
BS120455	ES86735	EXP3727
BS120455	ES86734	EXP3727
BS120455	ES86732	EXP3727
BS120456	ES86741	EXP3727
BS120457	ES86753	EXP3727
BS120458	ES86767	EXP3727
BS120458	ES86760	EXP3727
BS120458	ES86759	EXP3727
BS120460	ES86782	EXP3727
BS120460	ES86778	EXP3727
BS120462	ES86803	EXP3727
BS120462	ES86796	EXP3727
BS120463	ES86812	EXP3727
BS120464	ES86821	EXP3727
BS120464	ES86814	EXP3727
BS120465	ES86826	EXP3727
BS120466	ES86833	EXP3727
BS120467	ES86840	EXP3727
BS120468	ES86851	EXP3727
BS120469	ES86865	EXP3727
BS120469	ES86864	EXP3727
BS120469	ES86863	EXP3727
BS120470	ES86872	EXP3727
BS120470	ES86867	EXP3727
BS120471	ES86876	EXP3727
BS120473	ES86898	EXP3727
BS120473	ES86897	EXP3727
BS120474	ES86907	EXP3727
BS120475	ES86919	EXP3727
BS120476	ES86926	EXP3727
BS120479	ES86955	EXP3727
BS120480	ES86961	EXP3727
BS120482	ES86977	EXP3727
BS120483	ES86989	EXP3727
BS120485	ES87007	EXP3727
BS120485	ES87005	EXP3727
BS120486	ES87015	EXP3727
BS120490	ES87054	EXP3727
BS120490	ES87051	EXP3727
BS120490	ES87048	EXP3727
BS120492	ES87073	EXP3727
BS120492	ES87068	EXP3727
BS120493	ES87076	EXP3727
BS120494	ES87088	EXP3727
BS120495	ES87092	EXP3727
BS120496	ES87108	EXP3727
BS120497	ES87115	EXP3727
BS120497	ES87112	EXP3727
BS120497	ES87111	EXP3727
BS120499	ES87134	EXP3727
BS120499	ES87129	EXP3727
BS120501	ES87153	EXP3727
BS120502	ES87158	EXP3727
BS120503	ES87169	EXP3727
BS120503	ES87164	EXP3727
BS120504	ES87176	EXP3727
BS120505	ES87187	EXP3727
BS120505	ES87186	EXP3727
BS120505	ES87184	EXP3727
BS120506	ES87193	EXP3727
BS120507	ES87204	EXP3727
BS120509	ES87225	EXP3727
BS120509	ES87222	EXP3727
BS120509	ES87218	EXP3727
BS120511	ES87243	EXP3727
BS120512	ES87247	EXP3727
BS120513	ES87253	EXP3727
BS120515	ES87276	EXP3727
BS120515	ES87275	EXP3727
BS120515	ES87274	EXP3727
BS120516	ES87286	EXP3727
BS120517	ES87293	EXP3727
BS120519	ES87314	EXP3727
BS120519	ES87313	EXP3727
BS120519	ES87311	EXP3727
BS120519	ES87309	EXP3727
BS120520	ES87324	EXP3727
BS120520	ES87318	EXP3727
BS120521	ES87333	EXP3727
BS120521	ES87332	EXP3727
BS120524	ES87360	EXP3727
BS120525	ES87366	EXP3727
BS120525	ES87363	EXP3727
BS120527	ES87387	EXP3727
BS120527	ES87383	EXP3727
BS120528	ES87390	EXP3727
BS120530	ES87409	EXP3727
BS120530	ES87406	EXP3727
BS120531	ES87420	EXP3727
BS120531	ES87416	EXP3727
BS120532	ES87429	EXP3727
BS120532	ES87426	EXP3727
BS120533	ES87437	EXP3727
BS120533	ES87434	EXP3727
BS120535	ES87459	EXP3727
BS120535	ES87458	EXP3727
BS120535	ES87452	EXP3727
BS120536	ES87466	EXP3727
BS120536	ES87461	EXP3727
BS120538	ES87482	EXP3727
BS120539	ES87490	EXP3727
BS120540	ES87504	EXP3727
BS120540	ES87498	EXP3727
BS120541	ES87507	EXP3727
BS120542	ES87522	EXP3727
BS120542	ES87520	EXP3727
BS120543	ES87527	EXP3727
BS120543	ES87524	EXP3727
BS120544	ES87538	EXP3727
BS120546	ES87558	EXP3727
BS120547	ES87560	EXP3727
BS120547	ES87559	EXP3727
BS120551	ES87601	EXP3727
BS120551	ES87598	EXP3727
BS120554	ES87624	EXP3727
BS120555	ES87634	EXP3727
BS120556	ES87642	EXP3727
BS120557	ES87653	EXP3727
BS120561	ES87693	EXP3727
BS120563	ES87711	EXP3727
BS120563	ES87705	EXP3727
BS120565	ES87727	EXP3727
BS120566	ES87736	EXP3727
BS120567	ES87746	EXP3727
BS120567	ES87745	EXP3727
BS120568	ES87756	EXP3727
BS120568	ES87754	EXP3727
BS120570	ES87771	EXP3727
BS120570	ES87768	EXP3727
BS120571	ES87775	EXP3727
BS120572	ES87790	EXP3727
BS120572	ES87784	EXP3727
BS120573	ES87798	EXP3727
BS120573	ES87796	EXP3727
BS120574	ES87806	EXP3727
BS120576	ES87824	EXP3727
BS120577	ES87828	EXP3727
BS120578	ES87837	EXP3727
BS120580	ES87862	EXP3727
BS120581	ES87871	EXP3727
BS120581	ES87869	EXP3727
BS120582	ES87879	EXP3727
BS120583	ES87889	EXP3727
BS120584	ES87898	EXP3727
BS120584	ES87890	EXP3727
BS120585	ES87899	EXP3727
BS120586	ES87912	EXP3727
BS120587	ES87919	EXP3727
BS120588	ES87927	EXP3727
BS120589	ES87943	EXP3727
BS120591	ES87955	EXP3727
BS120592	ES87969	EXP3727
BS120593	ES87979	EXP3727
BS120593	ES87975	EXP3727
BS120595	ES87996	EXP3727
BS120595	ES87994	EXP3727
BS120596	ES88004	EXP3727
BS120597	ES88015	EXP3727
